FTSE Emerging Markets UCITS ETF - (USD) Accumulating (VFEA)
As of 31 July 2020
Holding name,% of funds,Market value,Shares
Shenzhen Agricultural Products Group Co. Ltd. Class A,"=""0.00163%""","$34,031","28,200.00"
Yotrio Group Co. Ltd. Class A,"=""0.00163%""","$33,921","48,400.00"
Shenzhen Kinwong Electronic Co. Ltd. Class A,"=""0.00162%""","$33,686","6,580.00"
Camel Group Co. Ltd. Class A,"=""0.00160%""","$33,258","30,940.00"
MYS Group Co. Ltd.,"=""0.00159%""","$33,045","44,000.00"
Nanjing Iron & Steel Co. Ltd. Class A,"=""0.00158%""","$32,960","69,900.00"
Chongqing Department Store Co. Ltd. Class A,"=""0.00158%""","$32,858","7,100.00"
Qingdao Rural Commercial Bank Corp. Class A,"=""0.00158%""","$33,003","40,900.00"
Tus Environmental Science And Technology Development Co. Ltd. Class A,"=""0.00157%""","$32,786","27,897.00"
RMB Holdings Ltd.,"=""0.00156%""","$32,452","406,336.00"
China West Construction Group Co. Ltd. Class A,"=""0.00155%""","$32,263","21,500.00"
China CYTS Tours Holding Co. Ltd. Class A,"=""0.00155%""","$32,295","21,000.00"
LianChuang Electronic Technology Co. Ltd. Class A,"=""0.00154%""","$32,127","19,110.00"
Guangdong Golden Dragon Development Inc. Class A,"=""0.00154%""","$32,024","12,000.00"
Digital China Information Service Co. Ltd. Class A,"=""0.00154%""","$32,015","13,400.00"
Hoshine Silicon Industry Co. Ltd. Class A,"=""0.00152%""","$31,567","6,992.00"
Zhejiang Semir Garment Co. Ltd. Class A,"=""0.00152%""","$31,627","29,700.00"
Juneyao Airlines Co. Ltd. Class A,"=""0.00152%""","$31,624","23,700.00"
Liuzhou Iron & Steel Co. Ltd. Class A,"=""0.00147%""","$30,538","42,700.00"
Zhejiang Yongtai Technology Co. Ltd. Class A,"=""0.00145%""","$30,273","17,500.00"
Bank of Qingdao Co. Ltd. Class A,"=""0.00145%""","$30,288","41,600.00"
Bengang Steel Plates Co. Ltd. Class B,"=""0.00144%""","$29,976","145,200.00"
Henan Zhongyuan Expressway Co. Ltd. Class A,"=""0.00143%""","$29,750","55,800.00"
An Hui Wenergy Co. Ltd. Class A,"=""0.00143%""","$29,740","50,000.00"
Ningbo Sanxing Medical Electric Co. Ltd. Class A,"=""0.00141%""","$29,302","28,200.00"
Bank of Xi'an Co. Ltd. Class A,"=""0.00141%""","$29,371","36,400.00"
Lakala Payment Co. Ltd. Class A,"=""0.00140%""","$29,127","5,600.00"
COSCO SHIPPING Development Co. Ltd. Class A,"=""0.00139%""","$28,852","98,200.00"
Guangdong Ellington Electronics Technology Co. Ltd. Class A,"=""0.00138%""","$28,658","19,700.00"
Cia Energetica de Minas Gerais,"=""0.00138%""","$28,784","12,262.00"
Transfar Zhilian Co. Ltd. Class A,"=""0.00137%""","$28,547","34,700.00"
ADAMA Ltd. Class A,"=""0.00135%""","$28,033","21,400.00"
Hunan Gold Corp. Ltd. Class A,"=""0.00135%""","$28,088","20,100.00"
Yanzhou Coal Mining Co. Ltd. Class A,"=""0.00132%""","$27,558","20,900.00"
Shanghai 2345 Network Holding Group Co. Ltd. Class A,"=""0.00132%""","$27,526","62,155.00"
Do-Fluoride Chemicals Co. Ltd. Class A,"=""0.00130%""","$27,006","16,500.00"
North Huajin Chemical Industries Co. Ltd. Class A,"=""0.00130%""","$27,141","36,700.00"
Henan Pinggao Electric Co. Ltd. Class A,"=""0.00130%""","$27,122","22,800.00"
Toly Bread Co. Ltd. Class A,"=""0.00129%""","$26,778","3,100.00"
Jiangsu Zijin Rural Commercial Bank Co. Ltd. Class A,"=""0.00129%""","$26,805","42,700.00"
Shenzhen Hepalink Pharmaceutical Group Co. Ltd. Class A,"=""0.00127%""","$26,400","7,500.00"
IDFC Ltd.,"=""0.00122%""","$25,410","100,051.00"
Shanghai Environment Group Co. Ltd. Class A,"=""0.00120%""","$25,063","13,050.00"
Tongding Interconnection Information Co. Ltd. Class A,"=""0.00117%""","$24,308","32,000.00"
Sichuan Road & Bridge Co. Ltd. Class A,"=""0.00116%""","$24,202","39,270.00"
Zhejiang Huace Film & TV Co. Ltd. Class A,"=""0.00116%""","$24,214","23,400.00"
CITIC Guoan Information Industry Co. Ltd. Class A,"=""0.00115%""","$24,019","60,500.00"
Chongqing Water Group Co. Ltd. Class A,"=""0.00112%""","$23,288","30,658.00"
Guangxi Wuzhou Zhongheng Group Co. Ltd. Class A,"=""0.00109%""","$22,678","41,530.00"
Hangzhou Century Co. Ltd. Class A,"=""0.00108%""","$22,527","12,100.00"
Easysight Supply Chain Management Co. Ltd. Class A,"=""0.00108%""","$22,544","11,300.00"
Sou Yu Te Group Co. Ltd. Class A,"=""0.00105%""","$21,946","52,800.00"
Ratch Group PCL,"=""0.00103%""","$21,461","11,200.00"
Beijing Zhong Ke San Huan High-Tech Co. Ltd. Class A,"=""0.00096%""","$20,061","13,900.00"
Jizhong Energy Resources Co. Ltd. Class A,"=""0.00093%""","$19,318","38,400.00"
Anhui Zhongding Sealing Parts Co. Ltd. Class A,"=""0.00093%""","$19,359","14,400.00"
Huapont Life Sciences Co. Ltd. Class A,"=""0.00091%""","$18,942","23,600.00"
Guizhou Bailing Group Pharmaceutical Co. Ltd. Class A,"=""0.00087%""","$18,091","13,500.00"
China World Trade Center Co. Ltd. Class A,"=""0.00087%""","$18,041","9,500.00"
Visual China Group Co. Ltd. Class A,"=""0.00085%""","$17,667","7,200.00"
Yangtze Optical Fibre and Cable Joint Stock Ltd. Co. Class A,"=""0.00080%""","$16,572","3,700.00"
Hubei Jumpcan Pharmaceutical Co. Ltd. Class A,"=""0.00070%""","$14,516","4,000.00"
Suning Universal Co. Ltd. Class A,"=""0.00063%""","$13,162","26,697.00"
Guizhou Xinbang Pharmaceutical Co. Ltd. Class A,"=""0.00057%""","$11,837","16,100.00"
Sichuan Expressway Co. Ltd. Class H,"=""0.00052%""","$10,900","48,000.00"
Shanghai Industrial Development Co. Ltd. Class A,"=""0.00051%""","$10,701","13,700.00"
Shanghai Lujiazui Finance & Trade Zone Development Co. Ltd. Class A,"=""0.00029%""","$5,945","3,300.00"
China Merchants Port Group Co. Ltd. Class A,"=""0.00006%""","$1,208",500.00

"Total allocation percentages shown in the holdings details or the spreadsheet may not equal 100%, due to rounding or omission of cash and/or futures contracts.The value of investments, and the income from them, may fall or rise and investors may get back less than they invested."
