FTSE Developed World UCITS ETF - (USD) Distributing (VDEV)
As of 31 August 2020
Holding name,% of funds,Market value,Shares
Southwest Airlines Co.,"=""0.01091%""","$79,632","2,119.00"
Randstad NV,"=""0.01090%""","$79,594","1,524.00"
United Internet AG,"=""0.01085%""","$79,214","1,610.00"
Square Enix Holdings Co. Ltd.,"=""0.01084%""","$79,098","1,200.00"
Treasury Wine Estates Ltd.,"=""0.01079%""","$78,731","11,509.00"
Pearson plc,"=""0.01077%""","$78,586","10,492.00"
Delta Air Lines Inc.,"=""0.01077%""","$78,637","2,549.00"
PSP Swiss Property AG,"=""0.01077%""","$78,608",656.00
News Corp. Class A,"=""0.01072%""","$78,261","5,176.00"
TIS Inc.,"=""0.01068%""","$77,967","3,900.00"
Recordati Industria Chimica e Farmaceutica SPA,"=""0.01064%""","$77,668","1,422.00"
Herbalife Nutrition Ltd.,"=""0.01062%""","$77,510","1,577.00"
Antofagasta plc,"=""0.01061%""","$77,452","5,386.00"
SBI Holdings Inc./Japan,"=""0.01060%""","$77,365","3,400.00"
Auckland International Airport Ltd.,"=""0.01059%""","$77,297","17,249.00"
Mohawk Industries Inc.,"=""0.01059%""","$77,280",837.00
Sydney Airport,"=""0.01056%""","$77,104","18,227.00"
Rolls-Royce Holdings plc,"=""0.01055%""","$76,996","23,851.00"
Ingredion Inc.,"=""0.01055%""","$76,981",957.00
Aegon NV,"=""0.01055%""","$77,000","27,597.00"
Land Securities Group plc,"=""0.01053%""","$76,871","9,931.00"
Phoenix Group Holdings plc,"=""0.01049%""","$76,570","8,264.00"
Cenovus Energy Inc.,"=""0.01048%""","$76,533","16,188.00"
OMV AG,"=""0.01047%""","$76,451","2,345.00"
Evonik Industries AG,"=""0.01044%""","$76,199","2,622.00"
Toho Co. Ltd./Tokyo,"=""0.01041%""","$76,005","2,000.00"
Computershare Ltd.,"=""0.01041%""","$76,024","7,735.00"
Georg Fischer AG,"=""0.01038%""","$75,793",76.00
AAC Technologies Holdings Inc.,"=""0.01037%""","$75,715","12,000.00"
Zillow Group Inc. Class A,"=""0.01036%""","$75,643",887.00
Intermediate Capital Group plc,"=""0.01036%""","$75,630","4,132.00"
Lanxess AG,"=""0.01035%""","$75,553","1,289.00"
Nagoya Railroad Co. Ltd.,"=""0.01032%""","$75,339","2,700.00"
Singapore Exchange Ltd.,"=""0.01032%""","$75,360","11,900.00"
TELUS Corp.,"=""0.01030%""","$75,215","4,080.00"
Sofina SA,"=""0.01030%""","$75,195",250.00
Samsung Fire & Marine Insurance Co. Ltd.,"=""0.01029%""","$75,090",477.00
MonotaRO Co. Ltd.,"=""0.01028%""","$75,072","1,900.00"
HomeServe plc,"=""0.01028%""","$75,016","4,313.00"
Tohoku Electric Power Co. Inc.,"=""0.01028%""","$75,015","7,400.00"
Leggett & Platt Inc.,"=""0.01027%""","$74,989","1,829.00"
Henderson Land Development Co. Ltd.,"=""0.01027%""","$74,954","19,015.00"
Teck Resources Ltd. Class B,"=""0.01025%""","$74,822","6,482.00"
CyberAgent Inc.,"=""0.01022%""","$74,591","1,400.00"
Zions Bancorp NA,"=""0.01021%""","$74,515","2,317.00"
Isuzu Motors Ltd.,"=""0.01016%""","$74,190","7,500.00"
Toyo Suisan Kaisha Ltd.,"=""0.01011%""","$73,799","1,300.00"
Oil Search Ltd.,"=""0.01009%""","$73,653","30,456.00"
George Weston Ltd.,"=""0.01009%""","$73,622","1,018.00"
Hanesbrands Inc.,"=""0.01008%""","$73,606","4,814.00"
Ambu A/S Class B,"=""0.01003%""","$73,246","2,486.00"
BlueScope Steel Ltd.,"=""0.01002%""","$73,165","7,796.00"
Clariant AG,"=""0.00997%""","$72,782","3,486.00"
Bausch Health Cos. Inc.,"=""0.00995%""","$72,646","4,372.00"
Ricoh Co. Ltd.,"=""0.00994%""","$72,536","9,700.00"
NH Foods Ltd.,"=""0.00993%""","$72,498","1,600.00"
Lenovo Group Ltd.,"=""0.00989%""","$72,184","108,000.00"
Idemitsu Kosan Co. Ltd.,"=""0.00988%""","$72,121","3,274.00"
Jabil Inc.,"=""0.00984%""","$71,817","2,103.00"
Inter Pipeline Ltd.,"=""0.00983%""","$71,770","6,791.00"
Epiroc AB Class B,"=""0.00982%""","$71,713","4,974.00"
Nemetschek SE,"=""0.00978%""","$71,367",896.00
Norsk Hydro ASA,"=""0.00974%""","$71,110","22,126.00"
REA Group Ltd.,"=""0.00969%""","$70,756",838.00
Keisei Electric Railway Co. Ltd.,"=""0.00967%""","$70,612","2,400.00"
Amundi SA,"=""0.00966%""","$70,538",906.00
Noble Energy Inc.,"=""0.00965%""","$70,446","7,080.00"
Schroders plc,"=""0.00964%""","$70,388","1,814.00"
Telecom Italia SPA (Registered),"=""0.00963%""","$70,316","147,431.00"
Old Republic International Corp.,"=""0.00963%""","$70,272","4,362.00"
Evolution Mining Ltd.,"=""0.00961%""","$70,130","17,086.00"
Keppel Corp. Ltd.,"=""0.00960%""","$70,068","20,800.00"
British Land Co. plc,"=""0.00955%""","$69,722","14,239.00"
KGHM Polska Miedz SA,"=""0.00954%""","$69,608","1,866.00"
Yamada Denki Co. Ltd.,"=""0.00948%""","$69,217","12,900.00"
Kansai Paint Co. Ltd.,"=""0.00947%""","$69,160","2,900.00"
Derwent London plc,"=""0.00947%""","$69,142","1,826.00"
Kyushu Electric Power Co. Inc.,"=""0.00946%""","$69,067","7,800.00"
Huhtamaki Oyj,"=""0.00939%""","$68,556","1,414.00"
Liberty Global plc Class A,"=""0.00939%""","$68,521","2,932.00"
Meridian Energy Ltd.,"=""0.00937%""","$68,417","19,926.00"
Sodexo SA,"=""0.00936%""","$68,339",953.00
Kimco Realty Corp.,"=""0.00936%""","$68,331","5,699.00"
Signify NV,"=""0.00935%""","$68,255","2,039.00"
JFE Holdings Inc.,"=""0.00934%""","$68,150","9,000.00"
Acuity Brands Inc.,"=""0.00934%""","$68,197",624.00
Capcom Co. Ltd.,"=""0.00930%""","$67,858","1,400.00"
Yamaha Motor Co. Ltd.,"=""0.00928%""","$67,757","4,300.00"
Hyundai Motor Co. Preference Shares,"=""0.00923%""","$67,379",920.00
Elekta AB Class B,"=""0.00921%""","$67,246","5,348.00"
Metso Outotec Oyj,"=""0.00917%""","$66,903","9,001.00"
Adevinta ASA Class B,"=""0.00916%""","$66,868","3,560.00"
Jefferies Financial Group Inc.,"=""0.00915%""","$66,757","3,806.00"
Harley-Davidson Inc.,"=""0.00913%""","$66,670","2,406.00"
Carl Zeiss Meditec AG,"=""0.00913%""","$66,610",590.00
Fox Corp. Class B,"=""0.00912%""","$66,553","2,394.00"
Samsung SDS Co. Ltd.,"=""0.00912%""","$66,559",502.00
Nabtesco Corp.,"=""0.00910%""","$66,439","2,100.00"
Wyndham Hotels & Resorts Inc.,"=""0.00908%""","$66,288","1,266.00"
MDU Resources Group Inc.,"=""0.00907%""","$66,230","2,804.00"
Amorepacific Corp.,"=""0.00907%""","$66,187",468.00
Atlas Arteria Ltd.,"=""0.00906%""","$66,136","13,758.00"
Nisshin Seifun Group Inc.,"=""0.00905%""","$66,047","4,000.00"
Scor Se,"=""0.00904%""","$65,960","2,460.00"
Schibsted ASA Class B,"=""0.00902%""","$65,865","1,651.00"
Engie SA,"=""0.00900%""","$65,680","4,712.00"
Tosoh Corp.,"=""0.00895%""","$65,350","4,400.00"
Charter Hall Group,"=""0.00894%""","$65,290","7,057.00"
Avast plc,"=""0.00894%""","$65,294","9,098.00"
Norwegian Cruise Line Holdings Ltd.,"=""0.00893%""","$65,155","3,808.00"
Woori Financial Group Inc.,"=""0.00892%""","$65,086","9,139.00"
Nippon Express Co. Ltd.,"=""0.00891%""","$65,038","1,100.00"
Tokyo Electric Power Co. Holdings Inc.,"=""0.00887%""","$64,727","22,000.00"
Toppan Printing Co. Ltd.,"=""0.00883%""","$64,447","4,147.00"
DiaSorin SPA,"=""0.00881%""","$64,321",355.00
Hongkong Land Holdings Ltd.,"=""0.00881%""","$64,344","16,800.00"
Nokian Renkaat Oyj,"=""0.00879%""","$64,173","2,300.00"
Keikyu Corp.,"=""0.00879%""","$64,148","4,300.00"
Devon Energy Corp.,"=""0.00875%""","$63,883","5,877.00"
Swedish Orphan Biovitrum AB,"=""0.00875%""","$63,887","2,844.00"
AVEVA Group plc,"=""0.00875%""","$63,837",940.00
Fuji Electric Co. Ltd.,"=""0.00871%""","$63,615","2,035.00"
Marathon Oil Corp.,"=""0.00870%""","$63,534","12,033.00"
DS Smith plc,"=""0.00870%""","$63,510","18,335.00"
Travis Perkins plc,"=""0.00870%""","$63,495","3,857.00"
GMO Payment Gateway Inc.,"=""0.00869%""","$63,426",600.00
Chugoku Electric Power Co. Inc.,"=""0.00868%""","$63,354","5,200.00"
Amplifon SPA,"=""0.00867%""","$63,276","1,895.00"
Shimizu Corp.,"=""0.00864%""","$63,098","8,200.00"
Lundin Energy AB,"=""0.00862%""","$62,893","2,566.00"
Azbil Corp.,"=""0.00860%""","$62,804","2,000.00"
National Oilwell Varco Inc.,"=""0.00859%""","$62,676","5,223.00"
Weir Group plc,"=""0.00859%""","$62,707","3,692.00"
JB Hi-Fi Ltd.,"=""0.00859%""","$62,729","1,691.00"
Polski Koncern Naftowy ORLEN SA,"=""0.00855%""","$62,393","4,520.00"
Trelleborg AB Class B,"=""0.00855%""","$62,407","3,567.00"
ConvaTec Group plc,"=""0.00855%""","$62,401","24,324.00"
Korea Electric Power Corp.,"=""0.00854%""","$62,316","3,611.00"
Marui Group Co. Ltd.,"=""0.00851%""","$62,104","3,400.00"
People's United Financial Inc.,"=""0.00851%""","$62,083","5,868.00"
Taiyo Yuden Co. Ltd.,"=""0.00849%""","$61,944","2,300.00"
Toho Gas Co. Ltd.,"=""0.00845%""","$61,653","1,400.00"
Konami Holdings Corp.,"=""0.00844%""","$61,634","1,600.00"
Elia Group SA/NV,"=""0.00844%""","$61,636",572.00
Liberty Broadband Corp. Class A,"=""0.00842%""","$61,495",445.00
Renesas Electronics Corp.,"=""0.00842%""","$61,489","9,776.00"
Budweiser Brewing Co. APAC Ltd.,"=""0.00841%""","$61,409","18,200.00"
Remy Cointreau SA,"=""0.00840%""","$61,351",372.00
Hoshizaki Corp.,"=""0.00838%""","$61,182",800.00
Imperial Oil Ltd.,"=""0.00837%""","$61,099","3,701.00"
Mitsui Chemicals Inc.,"=""0.00837%""","$61,123","2,600.00"
Want Want China Holdings Ltd.,"=""0.00837%""","$61,093","89,000.00"
Husqvarna AB,"=""0.00837%""","$61,106","5,608.00"
Ryohin Keikaku Co. Ltd.,"=""0.00836%""","$61,050","3,900.00"
Howden Joinery Group plc,"=""0.00836%""","$61,034","8,111.00"
Powszechny Zaklad Ubezpieczen SA,"=""0.00835%""","$60,931","8,227.00"
Mapletree Logistics Trust,"=""0.00834%""","$60,900","40,000.00"
Poste Italiane SPA,"=""0.00833%""","$60,810","6,612.00"
PVH Corp.,"=""0.00831%""","$60,667","1,088.00"
Rexel SA,"=""0.00828%""","$60,437","4,508.00"
Keihan Holdings Co. Ltd.,"=""0.00827%""","$60,333","1,400.00"
IMI plc,"=""0.00826%""","$60,261","4,266.00"
ManpowerGroup Inc.,"=""0.00822%""","$59,968",818.00
Welcia Holdings Co. Ltd.,"=""0.00820%""","$59,871","1,400.00"
AerCap Holdings NV,"=""0.00819%""","$59,820","2,023.00"
Rheinmetall AG,"=""0.00818%""","$59,721",644.00
Hitachi Construction Machinery Co. Ltd.,"=""0.00817%""","$59,635","1,700.00"
Tapestry Inc.,"=""0.00816%""","$59,598","4,046.00"
Israel Discount Bank Ltd. Class A,"=""0.00816%""","$59,582","18,560.00"
Kurita Water Industries Ltd.,"=""0.00815%""","$59,484","1,900.00"
CapitaLand Commercial Trust,"=""0.00815%""","$59,510","48,161.00"
Rubis SCA,"=""0.00814%""","$59,454","1,256.00"
Kuraray Co. Ltd.,"=""0.00813%""","$59,343","5,800.00"
Tate & Lyle plc,"=""0.00813%""","$59,338","6,500.00"
ABN AMRO Bank NV,"=""0.00813%""","$59,363","6,217.00"
Bellway plc,"=""0.00809%""","$59,081","1,847.00"
Oracle Corp. Japan,"=""0.00804%""","$58,654",500.00
Koninklijke Vopak NV,"=""0.00798%""","$58,285","1,059.00"
Sino Land Co. Ltd.,"=""0.00798%""","$58,257","50,000.00"
Centrica plc,"=""0.00797%""","$58,168","94,359.00"
Targa Resources Corp.,"=""0.00794%""","$57,953","3,407.00"
Oji Holdings Corp.,"=""0.00792%""","$57,817","12,800.00"
Hirose Electric Co. Ltd.,"=""0.00791%""","$57,759",510.00
Nippon Shinyaku Co. Ltd.,"=""0.00791%""","$57,758",700.00
JSR Corp.,"=""0.00788%""","$57,542","2,700.00"
AMP Ltd.,"=""0.00788%""","$57,533","50,846.00"
Korea Zinc Co. Ltd.,"=""0.00786%""","$57,365",171.00
Miura Co. Ltd.,"=""0.00785%""","$57,296","1,400.00"
Yokogawa Electric Corp.,"=""0.00784%""","$57,197","3,500.00"
Fuchs Petrolub SE Preference Shares,"=""0.00782%""","$57,097","1,205.00"
J Sainsbury plc,"=""0.00782%""","$57,080","23,194.00"
Vicinity Centres,"=""0.00782%""","$57,118","53,449.00"
Liberty Media Corp-Liberty SiriusXM Class A,"=""0.00781%""","$57,007","1,570.00"
NGK Insulators Ltd.,"=""0.00779%""","$56,844","4,000.00"
PeptiDream Inc.,"=""0.00779%""","$56,834","1,400.00"
Flowserve Corp.,"=""0.00777%""","$56,689","1,910.00"
Aalberts NV,"=""0.00777%""","$56,722","1,499.00"
Bankinter SA,"=""0.00776%""","$56,677","10,515.00"
Tryg A/S,"=""0.00775%""","$56,546","1,838.00"
Unum Group,"=""0.00775%""","$56,567","3,061.00"
Mazda Motor Corp.,"=""0.00773%""","$56,429","8,800.00"
Canopy Growth Corp.,"=""0.00772%""","$56,344","3,413.00"
Domino's Pizza Enterprises Ltd.,"=""0.00771%""","$56,315",943.00
EQT AB,"=""0.00771%""","$56,311","3,045.00"
Seiko Epson Corp.,"=""0.00769%""","$56,110","4,700.00"
Telecom Italia SPA (Bearer),"=""0.00765%""","$55,858","118,004.00"
Wartsila OYJ Abp,"=""0.00764%""","$55,733","6,505.00"
JD Sports Fashion plc,"=""0.00764%""","$55,753","5,737.00"
Verbund AG,"=""0.00764%""","$55,755","1,036.00"
Ansell Ltd.,"=""0.00761%""","$55,552","1,942.00"
Bank of Kyoto Ltd.,"=""0.00759%""","$55,410","1,300.00"
Hisamitsu Pharmaceutical Co. Inc.,"=""0.00758%""","$55,335","1,200.00"
HollyFrontier Corp.,"=""0.00757%""","$55,283","2,316.00"
Gjensidige Forsikring ASA,"=""0.00757%""","$55,242","2,576.00"
Xerox Holdings Corp.,"=""0.00755%""","$55,128","2,923.00"
Singapore Technologies Engineering Ltd.,"=""0.00754%""","$55,016","22,000.00"
ASM Pacific Technology Ltd.,"=""0.00751%""","$54,849","5,100.00"
Elbit Systems Ltd.,"=""0.00748%""","$54,602",404.00
Southern Copper Corp.,"=""0.00747%""","$54,545","1,134.00"
L E Lundbergforetagen AB Class B,"=""0.00747%""","$54,499","1,190.00"
CapitaLand Mall Trust,"=""0.00747%""","$54,492","37,800.00"
Jeronimo Martins SGPS SA,"=""0.00746%""","$54,467","3,311.00"
Ito En Ltd.,"=""0.00745%""","$54,401",900.00
Itochu Techno-Solutions Corp.,"=""0.00744%""","$54,317","1,500.00"
TechnipFMC plc,"=""0.00742%""","$54,161","6,963.00"
Mapletree Industrial Trust,"=""0.00741%""","$54,064","24,100.00"
Venture Corp. Ltd.,"=""0.00740%""","$54,020","3,700.00"
Covivio,"=""0.00740%""","$53,993",727.00
Ipsen SA,"=""0.00739%""","$53,980",520.00
Industrivarden AB Class C,"=""0.00739%""","$53,930","2,041.00"
Coway Co. Ltd.,"=""0.00735%""","$53,675",799.00
Mitsubishi Gas Chemical Co. Inc.,"=""0.00734%""","$53,581","3,000.00"
Kyushu Railway Co.,"=""0.00733%""","$53,509","2,427.00"
NGK Spark Plug Co. Ltd.,"=""0.00731%""","$53,350","3,100.00"
Kakaku.com Inc.,"=""0.00730%""","$53,317","2,000.00"
Quilter plc,"=""0.00730%""","$53,286","27,820.00"
Ackermans & van Haaren NV,"=""0.00730%""","$53,272",374.00
Fastighets AB Balder Class B,"=""0.00726%""","$52,979","1,326.00"
ROCKWOOL International A/S Class B,"=""0.00725%""","$52,923",139.00
Brother Industries Ltd.,"=""0.00725%""","$52,959","3,200.00"
Cosmos Pharmaceutical Corp.,"=""0.00723%""","$52,761",300.00
ICA Gruppen AB,"=""0.00721%""","$52,626","1,070.00"
Alps Alpine Co. Ltd.,"=""0.00719%""","$52,466","3,300.00"
Gap Inc.,"=""0.00719%""","$52,466","3,017.00"
Aeroports de Paris,"=""0.00716%""","$52,292",498.00
Jardine Strategic Holdings Ltd.,"=""0.00715%""","$52,156","2,600.00"
Alfresa Holdings Corp.,"=""0.00715%""","$52,223","2,600.00"
Skylark Holdings Co. Ltd.,"=""0.00715%""","$52,228","3,285.00"
RioCan REIT,"=""0.00715%""","$52,181","4,470.00"
Concordia Financial Group Ltd.,"=""0.00714%""","$52,114","15,700.00"
Stanley Electric Co. Ltd.,"=""0.00707%""","$51,601","1,800.00"
Uniper SE,"=""0.00706%""","$51,522","1,570.00"
Invesco Ltd.,"=""0.00706%""","$51,510","5,050.00"
Schibsted ASA Class A,"=""0.00705%""","$51,462","1,174.00"
Sohgo Security Services Co. Ltd.,"=""0.00704%""","$51,398","1,100.00"
Hiscox Ltd.,"=""0.00704%""","$51,363","4,835.00"
Tokyo Century Corp.,"=""0.00703%""","$51,299","1,000.00"
Bollore SA,"=""0.00702%""","$51,228","13,607.00"
Colruyt SA,"=""0.00701%""","$51,152",807.00
Helvetia Holding AG,"=""0.00699%""","$51,004",540.00
Hera SPA,"=""0.00698%""","$50,966","13,309.00"
LINE Corp.,"=""0.00698%""","$50,922","1,000.00"
LG Display Co. Ltd.,"=""0.00698%""","$50,969","4,147.00"
Boral Ltd.,"=""0.00694%""","$50,670","17,086.00"
Bayerische Motoren Werke AG Preference Shares,"=""0.00692%""","$50,527",897.00
CK Infrastructure Holdings Ltd.,"=""0.00688%""","$50,257","9,500.00"
Ibiden Co. Ltd.,"=""0.00687%""","$50,167","1,600.00"
Iliad SA,"=""0.00686%""","$50,094",234.00
Canadian Utilities Ltd. Class A,"=""0.00686%""","$50,079","1,993.00"
Japan Post Bank Co. Ltd.,"=""0.00686%""","$50,080","6,226.00"
Flughafen Zurich AG,"=""0.00685%""","$49,993",331.00
Casio Computer Co. Ltd.,"=""0.00684%""","$49,959","3,100.00"
HLB Inc.,"=""0.00684%""","$49,907",683.00
NET One Systems Co. Ltd.,"=""0.00684%""","$49,955","1,300.00"
Vitasoy International Holdings Ltd.,"=""0.00683%""","$49,857","14,000.00"
Italgas SPA,"=""0.00680%""","$49,604","7,688.00"
Demant A/S,"=""0.00679%""","$49,536","1,656.00"
Ryman Healthcare Ltd.,"=""0.00678%""","$49,490","5,448.00"
thyssenkrupp AG,"=""0.00676%""","$49,343","6,849.00"
Faurecia SE,"=""0.00676%""","$49,340","1,130.00"
Haseko Corp.,"=""0.00673%""","$49,123","3,600.00"
Salmar ASA,"=""0.00673%""","$49,107",900.00
Ralph Lauren Corp. Class A,"=""0.00673%""","$49,145",714.00
Genting Singapore Ltd.,"=""0.00673%""","$49,117","95,400.00"
Altium Ltd.,"=""0.00672%""","$49,047","1,815.00"
voestalpine AG,"=""0.00671%""","$48,979","1,968.00"
ALS Ltd.,"=""0.00671%""","$49,016","7,592.00"
Tingyi Cayman Islands Holding Corp.,"=""0.00669%""","$48,846","26,000.00"
SL Green Realty Corp.,"=""0.00669%""","$48,864","1,045.00"
Mapletree Commercial Trust,"=""0.00668%""","$48,771","34,536.00"
Suzuken Co. Ltd./Aichi Japan,"=""0.00667%""","$48,672","1,310.00"
Fresnillo plc,"=""0.00666%""","$48,583","2,874.00"
JDE Peet's BV,"=""0.00663%""","$48,424","1,097.00"
ESR Cayman Ltd.,"=""0.00663%""","$48,390","16,200.00"
Taiheiyo Cement Corp.,"=""0.00662%""","$48,304","1,900.00"
Sun Art Retail Group Ltd.,"=""0.00661%""","$48,218","37,000.00"
Hulic Co. Ltd.,"=""0.00661%""","$48,280","5,300.00"
Singapore Airlines Ltd.,"=""0.00659%""","$48,108","17,920.00"
Hitachi Metals Ltd.,"=""0.00658%""","$48,010","3,200.00"
Coca-Cola Amatil Ltd.,"=""0.00656%""","$47,897","7,117.00"
Inmobiliaria Colonial Socimi SA,"=""0.00656%""","$47,867","5,427.00"
MediPal Holdings Corp.,"=""0.00655%""","$47,786","2,500.00"
Chiba Bank Ltd.,"=""0.00654%""","$47,716","9,200.00"
OZ Minerals Ltd.,"=""0.00653%""","$47,649","4,407.00"
Rohto Pharmaceutical Co. Ltd.,"=""0.00653%""","$47,668","1,500.00"
COMSYS Holdings Corp.,"=""0.00650%""","$47,484","1,700.00"
USS Co. Ltd.,"=""0.00648%""","$47,289","2,800.00"
Marks & Spencer Group plc,"=""0.00646%""","$47,132","31,684.00"
Cimarex Energy Co.,"=""0.00644%""","$47,032","1,693.00"
Inchcape plc,"=""0.00644%""","$47,020","6,947.00"
Nichirei Corp.,"=""0.00643%""","$46,967","1,800.00"
Leonardo SPA,"=""0.00642%""","$46,868","6,914.00"
Kose Corp.,"=""0.00642%""","$46,886",400.00
Showa Denko KK,"=""0.00641%""","$46,780","2,400.00"
ITV plc,"=""0.00641%""","$46,806","57,571.00"
Cleanaway Waste Management Ltd.,"=""0.00640%""","$46,709","24,480.00"
SUMCO Corp.,"=""0.00640%""","$46,729","3,446.00"
Alumina Ltd.,"=""0.00639%""","$46,640","40,169.00"
Shizuoka Bank Ltd.,"=""0.00638%""","$46,564","6,700.00"
Rinnai Corp.,"=""0.00634%""","$46,254",500.00
Justsystems Corp.,"=""0.00629%""","$45,943",600.00
G4S plc,"=""0.00628%""","$45,834","23,838.00"
Anritsu Corp.,"=""0.00628%""","$45,824","2,100.00"
Teijin Ltd.,"=""0.00623%""","$45,505","2,900.00"
CTS Eventim AG & Co. KGaA,"=""0.00623%""","$45,495",914.00
Merlin Properties Socimi SA,"=""0.00623%""","$45,471","5,056.00"
Contact Energy Ltd.,"=""0.00622%""","$45,420","10,752.00"
Wendel SE,"=""0.00621%""","$45,331",441.00
Persol Holdings Co. Ltd.,"=""0.00620%""","$45,259","2,900.00"
ZOZO Inc.,"=""0.00617%""","$45,022","1,600.00"
Xinyi Glass Holdings Ltd.,"=""0.00616%""","$44,954","26,000.00"
Iida Group Holdings Co. Ltd.,"=""0.00615%""","$44,896","2,300.00"
Hanwha Solutions Corp.,"=""0.00614%""","$44,830","1,333.00"
Kohl's Corp.,"=""0.00614%""","$44,792","2,097.00"
Proximus SADP,"=""0.00612%""","$44,642","2,250.00"
THK Co. Ltd.,"=""0.00610%""","$44,541","1,900.00"
Nihon Kohden Corp.,"=""0.00609%""","$44,439","1,300.00"
Dino Polska SA,"=""0.00607%""","$44,311",727.00
City Developments Ltd.,"=""0.00607%""","$44,296","7,500.00"
Saab AB Class B,"=""0.00606%""","$44,253","1,468.00"
Bank of East Asia Ltd.,"=""0.00606%""","$44,207","19,600.00"
Mitsubishi Materials Corp.,"=""0.00604%""","$44,121","2,100.00"
ICL Group Ltd.,"=""0.00603%""","$43,987","11,804.00"
Evraz plc,"=""0.00601%""","$43,899","10,113.00"
Yuhan Corp.,"=""0.00599%""","$43,712",775.00
Orion Corp./Republic of Korea,"=""0.00598%""","$43,644",369.00
Altice Europe NV,"=""0.00597%""","$43,543","9,819.00"
EDP Renovaveis SA,"=""0.00594%""","$43,363","2,532.00"
Sugi Holdings Co. Ltd.,"=""0.00593%""","$43,284",600.00
Qube Holdings Ltd.,"=""0.00592%""","$43,192","21,315.00"
Hella GmbH & Co. KGaA,"=""0.00592%""","$43,199",881.00
Mercury NZ Ltd.,"=""0.00592%""","$43,186","12,311.00"
NSK Ltd.,"=""0.00588%""","$42,933","5,600.00"
Korea Shipbuilding & Offshore Engineering Co. Ltd.,"=""0.00587%""","$42,813",590.00
Banco BPM SPA,"=""0.00587%""","$42,835","25,366.00"
Klepierre SA,"=""0.00587%""","$42,830","2,597.00"
Tenaris SA,"=""0.00585%""","$42,736","7,263.00"
Discovery Inc. Class A,"=""0.00584%""","$42,652","1,933.00"
CJ CheilJedang Corp.,"=""0.00582%""","$42,485",124.00
SES SA Class A,"=""0.00582%""","$42,518","5,975.00"
Iluka Resources Ltd.,"=""0.00581%""","$42,437","5,659.00"
ANA Holdings Inc.,"=""0.00581%""","$42,442","1,700.00"
Taiyo Nippon Sanso Corp.,"=""0.00579%""","$42,231","2,400.00"
La Francaise des Jeux SAEM,"=""0.00578%""","$42,164","1,134.00"
Natixis SA,"=""0.00576%""","$42,028","15,246.00"
Matsumotokiyoshi Holdings Co. Ltd.,"=""0.00575%""","$41,982","1,200.00"
Nankai Electric Railway Co. Ltd.,"=""0.00573%""","$41,800","1,900.00"
Wynn Macau Ltd.,"=""0.00567%""","$41,388","22,000.00"
Tokyu Fudosan Holdings Corp.,"=""0.00566%""","$41,281","9,600.00"
AusNet Services,"=""0.00564%""","$41,162","30,498.00"
Samsung Life Insurance Co. Ltd.,"=""0.00564%""","$41,164",799.00
Andritz AG,"=""0.00560%""","$40,912","1,220.00"
Varta AG,"=""0.00560%""","$40,891",262.00
Relo Group Inc.,"=""0.00560%""","$40,907","1,800.00"
Telefonaktiebolaget LM Ericsson Class A,"=""0.00560%""","$40,912","3,202.00"
John Wood Group plc,"=""0.00558%""","$40,744","12,280.00"
Banque Cantonale Vaudoise,"=""0.00558%""","$40,724",380.00
Eurazeo SE,"=""0.00558%""","$40,721",770.00
Calbee Inc.,"=""0.00555%""","$40,516","1,300.00"
Bezeq The Israeli Telecommunication Corp. Ltd.,"=""0.00555%""","$40,546","35,455.00"
Downer EDI Ltd.,"=""0.00554%""","$40,438","12,178.00"
Koei Tecmo Holdings Co. Ltd.,"=""0.00554%""","$40,446","1,020.00"
Kagome Co. Ltd.,"=""0.00553%""","$40,393","1,300.00"
Electricite de France SA,"=""0.00553%""","$40,402","3,838.00"
Suntec REIT,"=""0.00553%""","$40,365","39,200.00"
Park Hotels & Resorts Inc.,"=""0.00553%""","$40,361","4,253.00"
Kyowa Exeo Corp.,"=""0.00552%""","$40,270","1,600.00"
Acciona SA,"=""0.00550%""","$40,144",335.00
DKSH Holding AG,"=""0.00550%""","$40,179",598.00
Raiffeisen Bank International AG,"=""0.00550%""","$40,112","2,236.00"
Meggitt plc,"=""0.00544%""","$39,737","10,202.00"
Fukuoka Financial Group Inc.,"=""0.00544%""","$39,719","2,400.00"
Engie SA,"=""0.00543%""","$39,628","2,843.00"
UOL Group Ltd.,"=""0.00543%""","$39,625","8,200.00"
TELUS Corp.,"=""0.00542%""","$39,543","2,145.00"
Worley Ltd.,"=""0.00540%""","$39,393","5,537.00"
Capri Holdings Ltd.,"=""0.00540%""","$39,426","2,489.00"
Air Water Inc.,"=""0.00539%""","$39,342","2,800.00"
Infrastrutture Wireless Italiane SPA,"=""0.00539%""","$39,353","4,030.00"
Dassault Aviation SA,"=""0.00537%""","$39,212",43.00
Elis SA,"=""0.00536%""","$39,110","3,014.00"
Wharf Holdings Ltd.,"=""0.00535%""","$39,019","20,000.00"
PCCW Ltd.,"=""0.00533%""","$38,879","62,000.00"
Iss A/S,"=""0.00532%""","$38,850","2,518.00"
Asics Corp.,"=""0.00530%""","$38,655","2,800.00"
ENGIE SA COMMON STOCK,"=""0.00530%""","$38,666","2,774.00"
Hakuhodo DY Holdings Inc.,"=""0.00529%""","$38,587","3,100.00"
Aker BP ASA,"=""0.00528%""","$38,573","1,926.00"
SJM Holdings Ltd.,"=""0.00528%""","$38,513","28,000.00"
