FTSE All-World UCITS ETF - (USD) Distributing (VWRD)
As of 31 July 2020
Holding name,% of funds,Market value,Shares
Santen Pharmaceutical Co. Ltd.,"=""0.01359%""","$814,830","48,400.00"
Gentex Corp.,"=""0.01358%""","$813,910","30,156.00"
Kintetsu Group Holdings Co. Ltd.,"=""0.01358%""","$814,338","21,000.00"
Nippon Steel Corp.,"=""0.01356%""","$812,999","100,243.00"
Nomura Research Institute Ltd.,"=""0.01356%""","$812,846","30,959.00"
Lear Corp.,"=""0.01353%""","$810,962","7,347.00"
Wynn Resorts Ltd.,"=""0.01352%""","$810,854","11,195.00"
Bilibili Inc. ADR,"=""0.01351%""","$810,065","18,588.00"
Molson Coors Beverage Co. Class B,"=""0.01350%""","$809,269","21,569.00"
China Minsheng Banking Corp. Ltd. Class H,"=""0.01343%""","$805,400","1,279,100.00"
BioMerieux,"=""0.01342%""","$804,514","4,948.00"
Siemens Healthineers AG,"=""0.01340%""","$803,145","15,452.00"
Obayashi Corp.,"=""0.01339%""","$802,885","90,500.00"
Skanska AB Class B,"=""0.01338%""","$802,329","39,748.00"
Unibail-Rodamco-Westfield,"=""0.01338%""","$802,045","15,235.00"
TeamViewer AG,"=""0.01338%""","$802,077","14,826.00"
Live Nation Entertainment Inc.,"=""0.01336%""","$801,106","17,114.00"
Lion Corp.,"=""0.01335%""","$800,142","31,000.00"
CIMB Group Holdings Bhd.,"=""0.01332%""","$798,860","943,500.00"
Enagas SA,"=""0.01331%""","$798,128","31,584.00"
Nibe Industrier AB Class B,"=""0.01331%""","$797,856","33,221.00"
Baloise Holding AG,"=""0.01331%""","$798,134","5,231.00"
Covestro AG,"=""0.01328%""","$796,373","20,495.00"
Catcher Technology Co. Ltd.,"=""0.01328%""","$796,327","108,000.00"
Publicis Groupe SA,"=""0.01328%""","$796,105","24,706.00"
XPO Logistics Inc.,"=""0.01327%""","$795,812","10,608.00"
Riyad Bank,"=""0.01322%""","$792,328","175,416.00"
Taisei Corp.,"=""0.01313%""","$787,478","23,000.00"
Prysmian SPA,"=""0.01313%""","$787,377","30,784.00"
Banco Bradesco SA,"=""0.01309%""","$784,525","197,013.00"
Odakyu Electric Railway Co. Ltd.,"=""0.01306%""","$783,025","37,700.00"
MTN Group Ltd.,"=""0.01306%""","$783,265","225,533.00"
SK Innovation Co. Ltd.,"=""0.01303%""","$781,145","7,328.00"
Santos Ltd.,"=""0.01301%""","$779,834","206,339.00"
Dexus,"=""0.01298%""","$778,132","127,501.00"
Eiffage SA,"=""0.01292%""","$774,507","8,851.00"
Commercial International Bank Egypt SAE,"=""0.01290%""","$773,611","194,560.00"
Erste Group Bank AG,"=""0.01289%""","$772,994","34,587.00"
CD Projekt SA,"=""0.01287%""","$771,434","7,161.00"
Knorr-Bremse AG,"=""0.01286%""","$771,106","6,561.00"
RSA Insurance Group plc,"=""0.01284%""","$769,632","136,655.00"
Sensata Technologies Holding plc,"=""0.01283%""","$769,247","20,254.00"
Carnival Corp.,"=""0.01282%""","$768,730","55,384.00"
Origin Energy Ltd.,"=""0.01282%""","$768,590","199,577.00"
Aurizon Holdings Ltd.,"=""0.01279%""","$767,055","240,357.00"
Toray Industries Inc.,"=""0.01272%""","$762,775","177,600.00"
CF Industries Holdings Inc.,"=""0.01272%""","$762,760","24,346.00"
Bureau Veritas SA,"=""0.01263%""","$757,437","34,577.00"
Gecina SA,"=""0.01259%""","$754,761","5,829.00"
Burberry Group plc,"=""0.01258%""","$754,372","45,889.00"
BYD Co. Ltd. Class H,"=""0.01254%""","$751,851","78,690.00"
Svenska Cellulosa AB SCA Class B,"=""0.01251%""","$749,994","61,984.00"
Nissan Motor Co. Ltd.,"=""0.01250%""","$749,451","219,500.00"
Impala Platinum Holdings Ltd.,"=""0.01249%""","$748,927","84,526.00"
Rightmove plc,"=""0.01249%""","$749,106","103,172.00"
Mediobanca Banca di Credito Finanziario SPA,"=""0.01244%""","$746,083","93,086.00"
Nihon M&A Center Inc.,"=""0.01244%""","$745,749","15,400.00"
Wharf Real Estate Investment Co. Ltd.,"=""0.01238%""","$742,432","210,000.00"
Tobu Railway Co. Ltd.,"=""0.01236%""","$741,167","26,600.00"
Hartalega Holdings Bhd.,"=""0.01234%""","$739,933","154,700.00"
Wm Morrison Supermarkets plc,"=""0.01234%""","$739,915","301,710.00"
Natwest Group plc,"=""0.01232%""","$738,590","530,882.00"
Newell Brands Inc.,"=""0.01231%""","$737,803","44,988.00"
Liberty Media Corp-Liberty SiriusXM Class C,"=""0.01231%""","$738,184","21,097.00"
St. James's Place plc,"=""0.01230%""","$737,419","59,631.00"
Admiral Group plc,"=""0.01227%""","$735,588","23,352.00"
Apache Corp.,"=""0.01222%""","$732,517","47,721.00"
Jazz Pharmaceuticals plc,"=""0.01222%""","$732,420","6,766.00"
Robert Half International Inc.,"=""0.01219%""","$731,002","14,370.00"
Celltrion Healthcare Co. Ltd.,"=""0.01219%""","$730,999","9,216.00"
China Evergrande Group,"=""0.01217%""","$729,659","260,000.00"
Toyota Tsusho Corp.,"=""0.01216%""","$729,046","29,000.00"
Puma SE,"=""0.01215%""","$728,185","9,353.00"
Spark New Zealand Ltd.,"=""0.01215%""","$728,533","221,835.00"
SEI Investments Co.,"=""0.01213%""","$727,335","13,899.00"
Smurfit Kappa Group plc,"=""0.01212%""","$726,858","21,803.00"
Keppel Corp. Ltd.,"=""0.01210%""","$725,356","184,200.00"
Rosneft Oil Co. PJSC,"=""0.01209%""","$724,582","150,836.00"
EMS-Chemie Holding AG,"=""0.01208%""","$724,510",838.00
Diamondback Energy Inc.,"=""0.01206%""","$722,901","18,136.00"
Mirvac Group,"=""0.01205%""","$722,189","481,831.00"
58.com Inc. ADR,"=""0.01203%""","$721,139","13,024.00"
Hankyu Hanshin Holdings Inc.,"=""0.01203%""","$721,456","25,300.00"
Vornado Realty Trust,"=""0.01200%""","$719,293","20,837.00"
Keio Corp.,"=""0.01199%""","$718,623","14,500.00"
George Weston Ltd.,"=""0.01198%""","$718,424","9,512.00"
PICC Property & Casualty Co. Ltd. Class H,"=""0.01198%""","$718,389","909,748.00"
Castellum AB,"=""0.01194%""","$715,600","33,336.00"
Kajima Corp.,"=""0.01191%""","$713,958","65,300.00"
Barry Callebaut AG,"=""0.01191%""","$713,925",342.00
Arrow Electronics Inc.,"=""0.01188%""","$712,046","9,942.00"
SK Holdings Co. Ltd.,"=""0.01186%""","$710,942","3,824.00"
HDFC Life Insurance Co. Ltd.,"=""0.01185%""","$710,265","84,734.00"
Magellan Financial Group Ltd.,"=""0.01185%""","$710,239","16,193.00"
SEEK Ltd.,"=""0.01184%""","$710,130","45,695.00"
Direct Line Insurance Group plc,"=""0.01182%""","$708,632","182,156.00"
Pandora A/S,"=""0.01181%""","$708,075","11,147.00"
PSP Swiss Property AG,"=""0.01181%""","$708,046","6,321.00"
Orpea,"=""0.01176%""","$705,369","5,513.00"
IPG Photonics Corp.,"=""0.01175%""","$704,762","3,937.00"
Assurant Inc.,"=""0.01175%""","$704,466","6,555.00"
SM Prime Holdings Inc.,"=""0.01174%""","$703,850","1,153,000.00"
Li Ning Co. Ltd.,"=""0.01173%""","$703,411","218,500.00"
Bunge Ltd.,"=""0.01171%""","$702,251","16,166.00"
Commerce Bancshares Inc./MO,"=""0.01168%""","$700,519","12,234.00"
Rohm Co. Ltd.,"=""0.01168%""","$700,246","11,100.00"
Chailease Holding Co. Ltd.,"=""0.01167%""","$699,870","167,366.00"
Raia Drogasil SA,"=""0.01165%""","$698,477","29,300.00"
HEICO Corp.,"=""0.01162%""","$696,870","7,250.00"
Exor Nv,"=""0.01162%""","$696,551","12,362.00"
Kingdee International Software Group Co. Ltd.,"=""0.01161%""","$695,827","252,000.00"
Notre Dame Intermedica Participacoes SA,"=""0.01159%""","$695,018","54,196.00"
Bid Corp. Ltd.,"=""0.01158%""","$694,120","42,109.00"
Whitbread plc,"=""0.01156%""","$693,224","24,228.00"
Franklin Resources Inc.,"=""0.01147%""","$687,577","32,664.00"
Hang Lung Properties Ltd.,"=""0.01146%""","$687,156","280,000.00"
Kyowa Kirin Co. Ltd.,"=""0.01144%""","$686,087","27,900.00"
Federal Realty Investment Trust,"=""0.01144%""","$685,861","8,989.00"
Nexi SPA,"=""0.01143%""","$685,080","38,203.00"
B&M European Value Retail SA,"=""0.01143%""","$685,083","112,736.00"
Bank of Communications Co. Ltd. Class H,"=""0.01142%""","$684,653","1,234,000.00"
Orica Ltd.,"=""0.01139%""","$683,015","55,084.00"
Xero Ltd.,"=""0.01132%""","$678,545","10,520.00"
Kesko Oyj Class B,"=""0.01130%""","$677,541","31,656.00"
Powszechna Kasa Oszczednosci Bank Polski SA,"=""0.01130%""","$677,466","116,233.00"
AGC Inc./Japan,"=""0.01125%""","$674,244","24,100.00"
Ping An Healthcare and Technology Co. Ltd.,"=""0.01125%""","$674,795","39,500.00"
Steel Dynamics Inc.,"=""0.01124%""","$674,094","24,593.00"
Evonik Industries AG,"=""0.01122%""","$672,660","24,873.00"
Ingredion Inc.,"=""0.01121%""","$672,278","7,772.00"
Sekisui Chemical Co. Ltd.,"=""0.01120%""","$671,779","49,600.00"
TELUS Corp.,"=""0.01117%""","$669,933","38,630.00"
Aegon NV,"=""0.01116%""","$668,975","225,750.00"
Saputo Inc.,"=""0.01113%""","$667,493","27,276.00"
Taiwan Mobile Co. Ltd.,"=""0.01112%""","$666,678","186,000.00"
Bausch Health Cos. Inc.,"=""0.01111%""","$666,285","36,443.00"
New China Life Insurance Co. Ltd. Class H,"=""0.01110%""","$665,797","170,299.00"
AAC Technologies Holdings Inc.,"=""0.01109%""","$664,751","83,500.00"
Treasury Wine Estates Ltd.,"=""0.01109%""","$664,757","85,828.00"
Industrivarden AB Class A,"=""0.01109%""","$664,675","26,882.00"
Sibanye Stillwater Ltd.,"=""0.01107%""","$663,502","234,411.00"
Nissin Foods Holdings Co. Ltd.,"=""0.01107%""","$663,501","7,400.00"
CDK Global Inc.,"=""0.01105%""","$662,261","14,568.00"
Johnson Matthey plc,"=""0.01101%""","$660,088","22,462.00"
Discovery Communications Inc. Class C,"=""0.01100%""","$659,668","34,811.00"
Banco do Brasil SA,"=""0.01098%""","$658,596","102,100.00"
Shanghai Commercial & Savings Bank Ltd.,"=""0.01095%""","$656,331","454,000.00"
Advantech Co. Ltd.,"=""0.01094%""","$655,783","62,171.00"
Zions Bancorp NA,"=""0.01093%""","$655,245","20,180.00"
GEA Group AG,"=""0.01092%""","$654,712","18,076.00"
China National Building Material Co. Ltd. Class H,"=""0.01090%""","$653,561","421,400.00"
Nagoya Railroad Co. Ltd.,"=""0.01089%""","$653,073","25,900.00"
Valeo SA,"=""0.01087%""","$651,584","25,346.00"
MonotaRO Co. Ltd.,"=""0.01087%""","$651,911","15,300.00"
Galp Energia SGPS SA,"=""0.01086%""","$651,156","61,872.00"
News Corp. Class A,"=""0.01083%""","$649,102","51,030.00"
Pennon Group plc,"=""0.01082%""","$648,624","46,381.00"
Bharat Petroleum Corp. Ltd.,"=""0.01080%""","$647,306","117,029.00"
Toyo Suisan Kaisha Ltd.,"=""0.01080%""","$647,688","10,700.00"
Polaris Inc.,"=""0.01080%""","$647,584","6,249.00"
Volkswagen AG,"=""0.01078%""","$646,187","4,118.00"
Postal Savings Bank of China Co. Ltd. Class H,"=""0.01077%""","$645,718","1,172,000.00"
Jabil Inc.,"=""0.01074%""","$644,143","18,478.00"
Autoliv Inc.,"=""0.01074%""","$643,797","9,900.00"
Comerica Inc.,"=""0.01073%""","$643,168","16,697.00"
GPT Group,"=""0.01073%""","$643,237","231,169.00"
Computershare Ltd.,"=""0.01073%""","$643,209","66,783.00"
Huazhu Group Ltd. ADR,"=""0.01072%""","$642,555","18,717.00"
Flex Ltd.,"=""0.01068%""","$640,395","55,735.00"
Shandong Weigao Group Medical Polymer Co. Ltd. Class H,"=""0.01068%""","$640,551","252,000.00"
Stockland,"=""0.01063%""","$637,511","278,668.00"
Randstad NV,"=""0.01062%""","$636,441","13,237.00"
Siam Cement PCL (Foreign),"=""0.01060%""","$635,799","51,900.00"
Siemens Gamesa Renewable Energy SA,"=""0.01059%""","$634,747","27,008.00"
State Bank of India,"=""0.01056%""","$633,317","247,480.00"
Henderson Land Development Co. Ltd.,"=""0.01056%""","$633,285","168,953.00"
M&G plc,"=""0.01056%""","$633,090","300,345.00"
TOTO Ltd.,"=""0.01053%""","$631,372","16,900.00"
KION Group AG,"=""0.01052%""","$630,593","8,179.00"
Canadian Tire Corp. Ltd. Class A,"=""0.01052%""","$630,772","6,842.00"
Otsuka Corp.,"=""0.01051%""","$630,020","12,200.00"
Rolls-Royce Holdings plc,"=""0.01049%""","$628,961","206,912.00"
Zillow Group Inc. Class A,"=""0.01049%""","$628,947","9,237.00"
Tabcorp Holdings Ltd.,"=""0.01046%""","$627,308","245,709.00"
Davide Campari-Milano NV,"=""0.01044%""","$625,731","62,159.00"
Telecom Italia SPA (Registered),"=""0.01044%""","$626,090","1,553,588.00"
Wipro Ltd.,"=""0.01043%""","$625,062","166,444.00"
CyberAgent Inc.,"=""0.01042%""","$624,657","11,100.00"
Novatek Microelectronics Corp.,"=""0.01040%""","$623,667","63,000.00"
Solvay SA Class A,"=""0.01039%""","$622,975","7,975.00"
iQIYI Inc. ADR,"=""0.01037%""","$621,648","29,462.00"
Medibank Pvt Ltd.,"=""0.01037%""","$621,482","307,305.00"
Ambu A/S Class B,"=""0.01036%""","$620,949","17,786.00"
Kobayashi Pharmaceutical Co. Ltd.,"=""0.01034%""","$619,692","7,000.00"
Idemitsu Kosan Co. Ltd.,"=""0.01032%""","$618,928","30,018.00"
Industries Qatar QSC,"=""0.01032%""","$618,588","288,015.00"
Samsung Fire & Marine Insurance Co. Ltd.,"=""0.01032%""","$618,546","4,297.00"
Localiza Rent a Car SA,"=""0.01030%""","$617,245","63,104.00"
Melrose Industries plc,"=""0.01027%""","$615,772","550,269.00"
Nielsen Holdings plc,"=""0.01027%""","$615,483","42,653.00"
LG Corp.,"=""0.01026%""","$615,031","9,902.00"
BIM Birlesik Magazalar AS,"=""0.01026%""","$614,924","60,068.00"
Howmet Aerospace Inc.,"=""0.01025%""","$614,508","41,577.00"
Realtek Semiconductor Corp.,"=""0.01024%""","$614,014","48,030.00"
Naturgy Energy Group SA,"=""0.01023%""","$613,451","32,959.00"
CITIC Securities Co. Ltd. Class H,"=""0.01023%""","$613,344","263,500.00"
Yihai International Holding Ltd.,"=""0.01022%""","$612,565","50,000.00"
OMV AG,"=""0.01021%""","$612,212","19,376.00"
Coca-Cola HBC AG,"=""0.01021%""","$612,385","23,294.00"
CITIC Ltd.,"=""0.01020%""","$611,602","652,000.00"
Yageo Corp.,"=""0.01019%""","$610,831","46,000.00"
Sumitomo Chemical Co. Ltd.,"=""0.01017%""","$609,554","212,700.00"
Commerzbank AG,"=""0.01015%""","$608,561","118,335.00"
Hamamatsu Photonics KK,"=""0.01014%""","$608,115","14,100.00"
Lojas Americanas SA,"=""0.01014%""","$607,892","102,779.00"
ACS Actividades de Construccion y Servicios SA,"=""0.01013%""","$607,122","26,262.00"
Land Securities Group plc,"=""0.01013%""","$607,110","80,222.00"
Inpex Corp.,"=""0.01008%""","$604,596","106,700.00"
Dr Reddy's Laboratories Ltd.,"=""0.01008%""","$604,076","9,996.00"
Tohoku Electric Power Co. Inc.,"=""0.01008%""","$604,442","64,100.00"
Herbalife Nutrition Ltd.,"=""0.01005%""","$602,736","11,763.00"
Teck Resources Ltd. Class B,"=""0.01004%""","$602,003","59,424.00"
Pearson plc,"=""0.01003%""","$601,081","86,246.00"
Sealed Air Corp.,"=""0.01000%""","$599,460","16,801.00"
Taylor Wimpey plc,"=""0.01000%""","$599,319","385,825.00"
Accor SA,"=""0.01000%""","$599,727","23,878.00"
Tokyu Corp.,"=""0.00998%""","$598,581","54,000.00"
Suez SA,"=""0.00998%""","$598,528","45,253.00"
GVC Holdings plc,"=""0.00997%""","$597,665","68,517.00"
China Telecom Corp. Ltd. Class H,"=""0.00996%""","$597,306","2,004,000.00"
Autohome Inc. ADR,"=""0.00994%""","$595,932","6,799.00"
ASR Nederland NV,"=""0.00993%""","$595,389","18,423.00"
Siam Commercial Bank PCL (Foreign),"=""0.00992%""","$594,959","276,900.00"
T&D Holdings Inc.,"=""0.00991%""","$594,215","72,800.00"
Titan Co. Ltd.,"=""0.00989%""","$592,963","42,522.00"
Dentsu Group Inc.,"=""0.00989%""","$592,941","26,700.00"
China Resources Gas Group Ltd.,"=""0.00987%""","$591,469","120,000.00"
Bancolombia SA Preference Shares,"=""0.00987%""","$592,023","83,293.00"
CITIC Securities Co. Ltd. Class A,"=""0.00987%""","$591,707","137,800.00"
Asustek Computer Inc.,"=""0.00986%""","$591,237","80,000.00"
China Tourism Group Duty Free Corp. Ltd. Class A,"=""0.00982%""","$588,550","16,899.00"
Nestle India Ltd.,"=""0.00979%""","$586,793","2,657.00"
Leggett & Platt Inc.,"=""0.00979%""","$586,677","14,634.00"
Ayala Corp.,"=""0.00977%""","$586,002","39,640.00"
Intermediate Capital Group plc,"=""0.00972%""","$582,624","32,955.00"
Hanesbrands Inc.,"=""0.00971%""","$582,241","41,206.00"
Mobile Telecommunications Co. KSC,"=""0.00969%""","$580,882","322,495.00"
Bechtle AG,"=""0.00969%""","$580,888","2,979.00"
Tech Mahindra Ltd.,"=""0.00968%""","$580,399","63,700.00"
Anglo American Platinum Ltd.,"=""0.00967%""","$579,660","7,569.00"
Enel Americas SA,"=""0.00967%""","$580,027","3,737,582.00"
Suntory Beverage & Food Ltd.,"=""0.00966%""","$578,975","15,400.00"
Lendlease Corp. Ltd.,"=""0.00965%""","$578,477","71,069.00"
Ayala Land Inc.,"=""0.00965%""","$578,671","854,000.00"
Aramark,"=""0.00964%""","$577,885","27,362.00"
Banco de Chile,"=""0.00964%""","$577,858","6,017,818.00"
Ricoh Co. Ltd.,"=""0.00959%""","$575,215","90,100.00"
President Chain Store Corp.,"=""0.00957%""","$573,486","60,000.00"
EQT AB,"=""0.00957%""","$573,553","24,464.00"
China CITIC Bank Corp. Ltd. Class A,"=""0.00955%""","$572,631","774,300.00"
Sasol Ltd.,"=""0.00954%""","$572,114","71,509.00"
Jiangsu Hengrui Medicine Co. Ltd. Class A,"=""0.00953%""","$571,075","42,218.00"
Xinyi Solar Holdings Ltd.,"=""0.00950%""","$569,404","520,400.00"
Isuzu Motors Ltd.,"=""0.00950%""","$569,857","70,100.00"
Ampol Ltd.,"=""0.00947%""","$567,550","30,114.00"
Suzano SA,"=""0.00947%""","$567,982","70,400.00"
Larsen & Toubro Ltd.,"=""0.00947%""","$567,563","46,484.00"
Securitas AB Class B,"=""0.00946%""","$567,098","37,983.00"
Auckland International Airport Ltd.,"=""0.00943%""","$565,136","132,972.00"
British Land Co. plc,"=""0.00943%""","$565,604","117,710.00"
ENGIE SA COMMON STOCK,"=""0.00941%""","$564,336","42,271.00"
Koito Manufacturing Co. Ltd.,"=""0.00937%""","$561,808","14,400.00"
TIS Inc.,"=""0.00935%""","$560,855","26,100.00"
Aisin Seiki Co. Ltd.,"=""0.00934%""","$559,841","19,600.00"
FamilyMart Co. Ltd.,"=""0.00933%""","$559,426","25,084.00"
Recordati SPA,"=""0.00932%""","$558,608","10,442.00"
Orion Oyj Class B,"=""0.00932%""","$558,671","12,762.00"
Cemex SAB de CV,"=""0.00931%""","$558,404","1,817,024.00"
Telefonica Brasil SA Preference Shares,"=""0.00923%""","$553,544","54,732.00"
Toll Brothers Inc.,"=""0.00918%""","$550,271","14,405.00"
Guangdong Investment Ltd.,"=""0.00916%""","$549,250","340,000.00"
People's United Financial Inc.,"=""0.00916%""","$549,135","50,893.00"
Tate & Lyle plc,"=""0.00915%""","$548,615","64,188.00"
Asahi Intecc Co. Ltd.,"=""0.00914%""","$547,944","19,652.00"
Daito Trust Construction Co. Ltd.,"=""0.00913%""","$547,659","7,000.00"
Lenovo Group Ltd.,"=""0.00911%""","$545,924","906,000.00"
Fox Corp. Class B,"=""0.00908%""","$544,675","21,136.00"
Singapore Exchange Ltd.,"=""0.00906%""","$543,356","91,200.00"
Oil Search Ltd.,"=""0.00902%""","$540,928","258,313.00"
Qatar Islamic Bank SAQ,"=""0.00902%""","$540,723","122,284.00"
Hikari Tsushin Inc.,"=""0.00899%""","$539,109","2,500.00"
Siam Cement PCL NVDR,"=""0.00897%""","$537,795","43,900.00"
Rumo SA,"=""0.00896%""","$536,954","125,800.00"
B2W Cia Digital,"=""0.00896%""","$537,167","23,436.00"
PTT Exploration & Production PCL (Foreign),"=""0.00895%""","$536,483","183,834.00"
Tsingtao Brewery Co. Ltd. Class H,"=""0.00891%""","$534,180","60,000.00"
Jeronimo Martins SGPS SA,"=""0.00891%""","$534,161","31,600.00"
SK Telecom Co. Ltd.,"=""0.00891%""","$533,945","2,885.00"
Electrolux AB Class B,"=""0.00890%""","$533,334","28,427.00"
Schibsted ASA Class B,"=""0.00890%""","$533,388","16,185.00"
DiaSorin SPA,"=""0.00887%""","$531,959","2,710.00"
Atlas Arteria Ltd.,"=""0.00882%""","$528,816","111,725.00"
Mohawk Industries Inc.,"=""0.00881%""","$528,048","6,613.00"
Polski Koncern Naftowy ORLEN SA,"=""0.00878%""","$526,682","36,888.00"
Empresas COPEC SA,"=""0.00876%""","$524,976","64,296.00"
Tsuruha Holdings Inc.,"=""0.00875%""","$524,373","3,800.00"
Kingsoft Corp. Ltd.,"=""0.00875%""","$524,692","103,079.00"
Great-West Lifeco Inc.,"=""0.00874%""","$524,177","29,651.00"
OZ Minerals Ltd.,"=""0.00872%""","$522,607","53,465.00"
United Internet AG,"=""0.00872%""","$522,962","11,496.00"
Targa Resources Corp.,"=""0.00870%""","$521,839","28,547.00"
NH Foods Ltd.,"=""0.00868%""","$520,548","11,900.00"
Old Republic International Corp.,"=""0.00868%""","$520,250","32,374.00"
Carl Zeiss Meditec AG,"=""0.00863%""","$517,224","4,934.00"
Tokyo Electric Power Co. Holdings Inc.,"=""0.00862%""","$516,939","195,200.00"
DXC Technology Co.,"=""0.00862%""","$517,026","28,868.00"
HEICO Corp. Class A,"=""0.00861%""","$516,330","6,745.00"
Amorepacific Corp.,"=""0.00861%""","$516,225","3,705.00"
Noble Energy Inc.,"=""0.00859%""","$514,765","51,528.00"
GSX Techedu Inc. ADR,"=""0.00859%""","$515,203","5,781.00"
Avast plc,"=""0.00858%""","$514,408","68,221.00"
Alinma Bank,"=""0.00857%""","$513,870","131,461.00"
Zhongsheng Group Holdings Ltd.,"=""0.00855%""","$512,445","83,000.00"
Square Enix Holdings Co. Ltd.,"=""0.00854%""","$512,097","9,600.00"
Magnit PJSC,"=""0.00851%""","$510,324","8,309.00"
Hoshizaki Corp.,"=""0.00850%""","$509,486","6,700.00"
Bajaj Auto Ltd.,"=""0.00850%""","$509,471","12,684.00"
Saudi Arabian Fertilizer Co.,"=""0.00848%""","$508,693","24,459.00"
BB Seguridade Participacoes SA,"=""0.00848%""","$508,588","95,135.00"
National Oilwell Varco Inc.,"=""0.00847%""","$508,120","44,146.00"
Canopy Growth Corp.,"=""0.00844%""","$506,018","27,711.00"
Discovery Inc. Class A,"=""0.00844%""","$506,316","23,996.00"
Hongkong Land Holdings Ltd.,"=""0.00843%""","$505,207","133,300.00"
Pegatron Corp.,"=""0.00843%""","$505,487","240,000.00"
Antofagasta plc,"=""0.00842%""","$504,873","37,437.00"
HomeServe plc,"=""0.00840%""","$503,814","28,905.00"
Kimco Realty Corp.,"=""0.00838%""","$502,575","45,074.00"
China Development Financial Holding Corp.,"=""0.00838%""","$502,571","1,704,000.00"
Equatorial Energia SA,"=""0.00836%""","$501,228","102,205.00"
Haier Electronics Group Co. Ltd.,"=""0.00832%""","$498,877","144,000.00"
SBI Holdings Inc./Japan,"=""0.00832%""","$498,887","23,900.00"
JOYY Inc. ADR,"=""0.00832%""","$499,035","6,252.00"
Cia de Saneamento Basico do Estado de Sao Paulo,"=""0.00831%""","$497,947","42,600.00"
