FTSE All-World High Dividend Yield UCITS ETF (USD)   Distributing (VHYL)

Holding details 
As at date 31 July 2020


Holding name,% of funds,Market value,Shares,
"=""Japan Steel Works Ltd.""","=""0.00559%""","=""$60,516""","=""4,300""",
"=""Zoomlion Heavy Industry Science and Technology Co. Ltd. Class A""","=""0.00557%""","=""$60,258""","=""50,900""",
"=""Hopson Development Holdings Ltd.""","=""0.00557%""","=""$60,303""","=""46,000""",
"=""Resorttrust Inc.""","=""0.00556%""","=""$60,165""","=""5,400""",
"=""Husky Energy Inc.""","=""0.00555%""","=""$60,105""","=""18,680""",
"=""Huayu Automotive Systems Co. Ltd. Class A""","=""0.00553%""","=""$59,895""","=""19,900""",
"=""Perpetual Ltd.""","=""0.00550%""","=""$59,576""","=""2,739""",
"=""Sodexo SA - French Loyalty Line""","=""0.00549%""","=""$59,406""","=""862""",
"=""Mytilineos SA""","=""0.00548%""","=""$59,342""","=""6,401""",
"=""Babcock International Group plc""","=""0.00546%""","=""$59,103""","=""15,614""",
"=""NTN Corp.""","=""0.00544%""","=""$58,871""","=""34,200""",
"=""Bank of Hangzhou Co. Ltd. Class A""","=""0.00542%""","=""$58,719""","=""43,400""",
"=""International Consolidated Airlines Group SA (London Shares)""","=""0.00541%""","=""$58,535""","=""27,070""",
"=""Grupo Energia Bogota SA ESP""","=""0.00538%""","=""$58,288""","=""94,898""",
"=""Porto Seguro SA""","=""0.00537%""","=""$58,121""","=""5,600""",
"=""Oracle Financial Services Software Ltd.""","=""0.00537%""","=""$58,081""","=""1,479""",
"=""China National Nuclear Power Co. Ltd. Class A""","=""0.00535%""","=""$57,910""","=""93,100""",
"=""Huaxin Cement Co. Ltd. Class B""","=""0.00534%""","=""$57,858""","=""31,860""",
"=""AMMB Holdings Bhd.""","=""0.00533%""","=""$57,658""","=""84,300""",
"=""77 Bank Ltd.""","=""0.00532%""","=""$57,588""","=""4,300""",
"=""SJM Holdings Ltd.""","=""0.00531%""","=""$57,448""","=""51,000""",
"=""Abu Dhabi Islamic Bank PJSC""","=""0.00527%""","=""$57,052""","=""56,638""",
"=""RiseSun Real Estate Development Co. Ltd. Class A""","=""0.00527%""","=""$57,021""","=""48,400""",
"=""Ninety One plc""","=""0.00525%""","=""$56,802""","=""19,852""",
"=""Enka Insaat ve Sanayi AS""","=""0.00522%""","=""$56,516""","=""60,779""",
"=""Sinopec Engineering Group Co. Ltd. Class H""","=""0.00521%""","=""$56,428""","=""127,500""",
"=""Egypt Kuwait Holding Co. SAE""","=""0.00521%""","=""$56,435""","=""53,696""",
"=""LIC Housing Finance Ltd.""","=""0.00519%""","=""$56,214""","=""16,021""",
"=""NMDC Ltd.""","=""0.00518%""","=""$56,057""","=""50,045""",
"=""Cafe de Coral Holdings Ltd.""","=""0.00518%""","=""$56,071""","=""28,000""",
"=""Greentown China Holdings Ltd.""","=""0.00517%""","=""$55,926""","=""48,000""",
"=""Toyota Boshoku Corp.""","=""0.00515%""","=""$55,750""","=""4,800""",
"=""AIB Group plc""","=""0.00515%""","=""$55,797""","=""44,641""",
"=""Momentum Metropolitan Holdings""","=""0.00515%""","=""$55,739""","=""57,386""",
"=""Vienna Insurance Group AG Wiener Versicherung Gruppe""","=""0.00514%""","=""$55,600""","=""2,501""",
"=""National Petrochemical Co.""","=""0.00512%""","=""$55,398""","=""8,621""",
"=""Shaanxi Coal Industry Co. Ltd. Class A""","=""0.00512%""","=""$55,423""","=""47,800""",
"=""Hanwha Corp.""","=""0.00510%""","=""$55,153""","=""2,587""",
"=""Pick n Pay Stores Ltd.""","=""0.00510%""","=""$55,213""","=""20,875""",
"=""Hanjaya Mandala Sampoerna Tbk PT""","=""0.00506%""","=""$54,782""","=""469,100""",
"=""Humansoft Holding Co. KSC""","=""0.00506%""","=""$54,761""","=""6,125""",
"=""Gudang Garam Tbk PT""","=""0.00503%""","=""$54,425""","=""15,900""",
"=""Yanlord Land Group Ltd.""","=""0.00502%""","=""$54,359""","=""61,100""",
"=""Petronas Dagangan Bhd.""","=""0.00501%""","=""$54,257""","=""10,700""",
"=""Tower Bersama Infrastructure Tbk PT""","=""0.00496%""","=""$53,703""","=""607,800""",
"=""Sino-Ocean Group Holding Ltd.""","=""0.00494%""","=""$53,444""","=""221,500""",
"=""NGK Spark Plug Co. Ltd.""","=""0.00492%""","=""$53,306""","=""4,000""",
"=""AEON Financial Service Co. Ltd.""","=""0.00492%""","=""$53,252""","=""7,100""",
"=""Sinopec Shanghai Petrochemical Co. Ltd. Class H""","=""0.00491%""","=""$53,126""","=""238,000""",
"=""Sime Darby Property Bhd.""","=""0.00490%""","=""$52,992""","=""359,500""",
"=""Whitehaven Coal Ltd.""","=""0.00488%""","=""$52,827""","=""53,186""",
"=""CNA Financial Corp.""","=""0.00488%""","=""$52,781""","=""1,585""",
"=""HDC Hyundai Development Co-Engineering & Construction""","=""0.00487%""","=""$52,729""","=""2,895""",
"=""Metro Pacific Investments Corp.""","=""0.00487%""","=""$52,694""","=""830,000""",
"=""Autobacs Seven Co. Ltd.""","=""0.00483%""","=""$52,265""","=""4,500""",
"=""Electrolux Professional AB Class B""","=""0.00481%""","=""$52,045""","=""13,287""",
"=""Truworths International Ltd.""","=""0.00481%""","=""$52,014""","=""27,145""",
"=""Qassim Cement Co.""","=""0.00476%""","=""$51,537""","=""2,933""",
"=""Shenzhen Overseas Chinese Town Co. Ltd. Class A""","=""0.00474%""","=""$51,279""","=""49,900""",
"=""Platinum Asset Management Ltd.""","=""0.00473%""","=""$51,236""","=""19,154""",
"=""LS Corp.""","=""0.00472%""","=""$51,091""","=""1,451""",
"=""NHPC Ltd.""","=""0.00472%""","=""$51,054""","=""188,153""",
"=""Sany Heavy Industry Co. Ltd. Class A""","=""0.00470%""","=""$50,829""","=""16,800""",
"=""Singapore Post Ltd.""","=""0.00470%""","=""$50,896""","=""98,300""",
"=""Greenland Holdings Corp. Ltd. Class A""","=""0.00467%""","=""$50,585""","=""43,200""",
"=""Cia de Transmissao de Energia Eletrica Paulista Preference Shares""","=""0.00464%""","=""$50,208""","=""11,596""",
"=""Logan Group Co. Ltd.""","=""0.00464%""","=""$50,215""","=""29,000""",
"=""Adaro Energy Tbk PT""","=""0.00463%""","=""$50,111""","=""674,300""",
"=""Genting Malaysia Bhd.""","=""0.00463%""","=""$50,171""","=""93,300""",
"=""Huadian Fuxin Energy Corp. Ltd. Class H""","=""0.00463%""","=""$50,166""","=""160,000""",
"=""Alps Alpine Co. Ltd.""","=""0.00462%""","=""$50,052""","=""4,000""",
"=""China Hongqiao Group Ltd.""","=""0.00461%""","=""$49,954""","=""87,000""",
"=""China Reinsurance Group Corp. Class H""","=""0.00461%""","=""$49,902""","=""455,000""",
"=""Petkim Petrokimya Holding AS""","=""0.00459%""","=""$49,734""","=""88,777""",
"=""KEPCO Plant Service & Engineering Co. Ltd.""","=""0.00459%""","=""$49,734""","=""2,012""",
"=""Bosideng International Holdings Ltd.""","=""0.00459%""","=""$49,712""","=""172,000""",
"=""Dufry AG""","=""0.00459%""","=""$49,704""","=""1,954""",
"=""Engie Energia Chile SA""","=""0.00459%""","=""$49,684""","=""34,659""",
"=""Gemdale Corp. Class A""","=""0.00459%""","=""$49,726""","=""24,800""",
"=""China Railway Signal & Communication Corp. Ltd. Class H""","=""0.00458%""","=""$49,570""","=""114,000""",
"=""Eastern Co. SAE""","=""0.00456%""","=""$49,353""","=""65,681""",
"=""China Railway Construction Corp. Ltd. Class H""","=""0.00454%""","=""$49,119""","=""61,500""",
"=""Aker ASA""","=""0.00454%""","=""$49,095""","=""1,165""",
"=""Citizen Watch Co. Ltd.""","=""0.00452%""","=""$48,961""","=""18,100""",
"=""mBank SA""","=""0.00450%""","=""$48,713""","=""970""",
"=""Barloworld Ltd.""","=""0.00449%""","=""$48,656""","=""12,514""",
"=""DGB Financial Group Inc.""","=""0.00448%""","=""$48,474""","=""11,214""",
"=""Emaar Malls PJSC""","=""0.00443%""","=""$47,961""","=""132,457""",
"=""Anadolu Efes Biracilik Ve Malt Sanayii AS""","=""0.00442%""","=""$47,888""","=""17,264""",
"=""Dana Gas PJSC""","=""0.00441%""","=""$47,783""","=""243,771""",
"=""Indiabulls Housing Finance Ltd.""","=""0.00440%""","=""$47,609""","=""18,746""",
"=""Boubyan Petrochemicals Co. KSCP""","=""0.00439%""","=""$47,545""","=""26,985""",
"=""Hong Leong Financial Group Bhd.""","=""0.00439%""","=""$47,547""","=""15,000""",
"=""Bharat Electronics Ltd.""","=""0.00437%""","=""$47,287""","=""36,908""",
"=""Ford Otomotiv Sanayi AS""","=""0.00436%""","=""$47,211""","=""3,970""",
"=""Aboitiz Power Corp.""","=""0.00433%""","=""$46,870""","=""89,800""",
"=""John Wood Group plc""","=""0.00432%""","=""$46,801""","=""18,664""",
"=""Sinotrans Ltd. Class H""","=""0.00431%""","=""$46,613""","=""223,000""",
"=""Air Arabia PJSC""","=""0.00430%""","=""$46,561""","=""148,717""",
"=""Shanghai Lujiazui Finance & Trade Zone Development Co. Ltd. Class A""","=""0.00429%""","=""$46,480""","=""25,800""",
"=""YTL Corp. Bhd.""","=""0.00428%""","=""$46,310""","=""251,734""",
"=""Lomon Billions Group Co. Ltd. Class A""","=""0.00425%""","=""$45,962""","=""13,600""",
"=""Ald SA""","=""0.00424%""","=""$45,886""","=""4,576""",
"=""Seera Group Holding""","=""0.00423%""","=""$45,737""","=""10,259""",
"=""Power Finance Corp. Ltd.""","=""0.00423%""","=""$45,741""","=""42,325""",
"=""Subsea 7 SA""","=""0.00420%""","=""$45,436""","=""6,045""",
"=""Nordstrom Inc.""","=""0.00420%""","=""$45,506""","=""3,324""",
"=""Aeroflot PJSC""","=""0.00420%""","=""$45,413""","=""40,831""",
"=""Motor Oil Hellas Corinth Refineries SA""","=""0.00419%""","=""$45,386""","=""3,355""",
"=""Shun Tak Holdings Ltd.""","=""0.00419%""","=""$45,359""","=""126,000""",
"=""Odontoprev SA""","=""0.00417%""","=""$45,130""","=""17,000""",
"=""Bukit Asam Tbk PT""","=""0.00415%""","=""$44,952""","=""323,300""",
"=""easyJet plc""","=""0.00411%""","=""$44,439""","=""6,865""",
"=""Hindustan Petroleum Corp. Ltd.""","=""0.00409%""","=""$44,275""","=""15,406""",
"=""Yanbu Cement Co.""","=""0.00408%""","=""$44,203""","=""5,400""",
"=""Sega Sammy Holdings Inc.""","=""0.00405%""","=""$43,858""","=""3,900""",
"=""SOHO China Ltd.""","=""0.00403%""","=""$43,663""","=""117,500""",
"=""Sistema PJSFC""","=""0.00402%""","=""$43,503""","=""163,400""",
"=""Adbri Ltd.""","=""0.00401%""","=""$43,442""","=""27,410""",
"=""Oil & Gas Development Co. Ltd.""","=""0.00398%""","=""$43,083""","=""62,800""",
"=""O2 Czech Republic AS""","=""0.00398%""","=""$43,098""","=""4,474""",
"=""GS Holdings Corp.""","=""0.00397%""","=""$42,949""","=""1,462""",
"=""Federal Grid Co. Unified Energy System PJSC""","=""0.00394%""","=""$42,609""","=""15,930,000""",
"=""Samsung Card Co. Ltd.""","=""0.00393%""","=""$42,495""","=""1,789""",
"=""Posco International Corp.""","=""0.00392%""","=""$42,385""","=""3,646""",
"=""Wens Foodstuffs Group Co. Ltd.""","=""0.00385%""","=""$41,664""","=""12,240""",
"=""Seazen Group Ltd.""","=""0.00384%""","=""$41,614""","=""43,880""",
"=""Turk Telekomunikasyon AS""","=""0.00382%""","=""$41,371""","=""39,882""",
"=""Credicorp Ltd.""","=""0.00381%""","=""$41,261""","=""324""",
"=""K's Holdings Corp.""","=""0.00380%""","=""$41,161""","=""3,200""",
"=""Castrol India Ltd.""","=""0.00377%""","=""$40,844""","=""26,934""",
"=""Transcend Information Inc.""","=""0.00375%""","=""$40,554""","=""18,000""",
"=""Maanshan Iron & Steel Co. Ltd. Class H""","=""0.00374%""","=""$40,451""","=""150,000""",
"=""Embotelladora Andina SA Preference Shares""","=""0.00373%""","=""$40,428""","=""16,105""",
"=""Lao Feng Xiang Co. Ltd. Class A""","=""0.00373%""","=""$40,414""","=""4,600""",
"=""Sao Martinho SA""","=""0.00372%""","=""$40,305""","=""9,800""",
"=""Huadong Medicine Co. Ltd. Class A""","=""0.00372%""","=""$40,242""","=""10,100""",
"=""Jinke Properties Group Co. Ltd. Class A""","=""0.00371%""","=""$40,150""","=""32,200""",
"=""AES Gener SA""","=""0.00362%""","=""$39,213""","=""233,700""",
"=""Advanced Petrochemical Co.""","=""0.00361%""","=""$39,040""","=""2,843""",
"=""Tokai Carbon Co. Ltd.""","=""0.00359%""","=""$38,858""","=""4,500""",
"=""H2O Retailing Corp.""","=""0.00359%""","=""$38,910""","=""6,800""",
"=""China Travel International Investment Hong Kong Ltd.""","=""0.00356%""","=""$38,580""","=""260,000""",
"=""Shanghai Lujiazui Finance & Trade Zone Development Co. Ltd. Class B""","=""0.00356%""","=""$38,573""","=""45,920""",
"=""COSCO SHIPPING Energy Transportation Co. Ltd. Class H""","=""0.00355%""","=""$38,394""","=""86,000""",
"=""KCC Corp.""","=""0.00352%""","=""$38,158""","=""338""",
"=""Tekfen Holding AS""","=""0.00352%""","=""$38,115""","=""17,387""",
"=""Banco do Estado do Rio Grande do Sul SA Preference Shares""","=""0.00347%""","=""$37,528""","=""13,700""",
"=""Shanghai Jinjiang International Hotels Co. Ltd. Class A""","=""0.00345%""","=""$37,326""","=""6,600""",
"=""Shandong Hi-speed Co. Ltd. Class A""","=""0.00343%""","=""$37,149""","=""38,400""",
"=""Bangkok Bank PCL (Foreign)""","=""0.00342%""","=""$37,014""","=""11,600""",
"=""Japan Post Insurance Co. Ltd.""","=""0.00341%""","=""$36,930""","=""2,797""",
"=""Hutchison Port Holdings Trust""","=""0.00339%""","=""$36,742""","=""340,200""",
"=""Tofas Turk Otomobil Fabrikasi AS""","=""0.00337%""","=""$36,436""","=""10,004""",
"=""Hachijuni Bank Ltd.""","=""0.00334%""","=""$36,149""","=""9,800""",
"=""Lotte Corp.""","=""0.00330%""","=""$35,725""","=""1,373""",
"=""Santam Ltd.""","=""0.00328%""","=""$35,459""","=""2,276""",
"=""Hangzhou Robam Appliances Co. Ltd. Class A""","=""0.00325%""","=""$35,159""","=""6,400""",
"=""Lotte Shopping Co. Ltd.""","=""0.00324%""","=""$35,047""","=""536""",
"=""Shanghai Industrial Holdings Ltd.""","=""0.00323%""","=""$34,993""","=""24,000""",
"=""Datang International Power Generation Co. Ltd. Class A""","=""0.00323%""","=""$35,008""","=""102,200""",
"=""British American Tobacco Malaysia Bhd.""","=""0.00322%""","=""$34,825""","=""13,800""",
"=""Banco del Bajio SA""","=""0.00320%""","=""$34,645""","=""44,700""",
"=""Jiangsu Zhongnan Construction Group Co. Ltd. Class A""","=""0.00318%""","=""$34,402""","=""25,400""",
"=""Usinas Siderurgicas de Minas Gerais SA Preference Shares""","=""0.00316%""","=""$34,202""","=""21,900""",
"=""Nexteer Automotive Group Ltd.""","=""0.00316%""","=""$34,211""","=""54,000""",
"=""Dubai Investments PJSC""","=""0.00314%""","=""$34,013""","=""109,593""",
"=""First Pacific Co. Ltd.""","=""0.00313%""","=""$33,862""","=""162,000""",
"=""Magnitogorsk Iron & Steel Works PJSC""","=""0.00311%""","=""$33,653""","=""62,500""",
"=""Cheng Shin Rubber Industry Co. Ltd.""","=""0.00310%""","=""$33,609""","=""29,000""",
"=""TAV Havalimanlari Holding AS""","=""0.00308%""","=""$33,357""","=""14,025""",
"=""Shenergy Co. Ltd. Class A""","=""0.00307%""","=""$33,249""","=""40,700""",
"=""Sun TV Network Ltd.""","=""0.00306%""","=""$33,124""","=""6,405""",
"=""Investec Ltd.""","=""0.00306%""","=""$33,116""","=""16,965""",
"=""Noevir Holdings Co. Ltd.""","=""0.00305%""","=""$33,028""","=""800""",
"=""Red Star Macalline Group Corp. Ltd. Class H""","=""0.00302%""","=""$32,670""","=""47,683""",
"=""Itau CorpBanca Chile SA""","=""0.00301%""","=""$32,568""","=""9,201,243""",
"=""Yamato Kogyo Co. Ltd.""","=""0.00300%""","=""$32,445""","=""1,600""",
"=""Pakistan Petroleum Ltd.""","=""0.00299%""","=""$32,318""","=""54,052""",
"=""Chongqing Changan Automobile Co. Ltd. Class B""","=""0.00297%""","=""$32,155""","=""58,500""",
"=""Olam International Ltd.""","=""0.00296%""","=""$32,006""","=""33,000""",
"=""Huadian Power International Corp. Ltd. Class A""","=""0.00295%""","=""$31,892""","=""61,300""",
"=""China Gezhouba Group Co. Ltd. Class A""","=""0.00293%""","=""$31,738""","=""33,200""",
"=""Cementos Argos SA""","=""0.00290%""","=""$31,365""","=""31,951""",
"=""FIT Hon Teng Ltd.""","=""0.00290%""","=""$31,367""","=""65,000""",
"=""Fauji Fertilizer Co. Ltd.""","=""0.00286%""","=""$30,943""","=""46,800""",
"=""Regional SAB de CV""","=""0.00282%""","=""$30,558""","=""11,700""",
"=""Pirelli & C SPA""","=""0.00281%""","=""$30,378""","=""7,639""",
"=""Leroy Seafood Group ASA""","=""0.00278%""","=""$30,044""","=""5,170""",
"=""Wangfujing Group Co. Ltd. Class A""","=""0.00276%""","=""$29,837""","=""3,400""",
"=""Habib Bank Ltd.""","=""0.00276%""","=""$29,869""","=""40,778""",
"=""Cineworld Group plc""","=""0.00268%""","=""$29,025""","=""57,891""",
"=""LT Group Inc.""","=""0.00267%""","=""$28,935""","=""189,600""",
"=""Vodafone Qatar QSC""","=""0.00265%""","=""$28,654""","=""83,132""",
"=""Banco Santander Mexico SA Institucion de Banca Multiple Grupo Financiero Santand""","=""0.00265%""","=""$28,675""","=""44,500""",
"=""Daicel Corp.""","=""0.00264%""","=""$28,550""","=""4,300""",
"=""Towngas China Co. Ltd.""","=""0.00262%""","=""$28,395""","=""59,000""",
"=""Haitong International Securities Group Ltd.""","=""0.00262%""","=""$28,315""","=""105,000""",
"=""Siam Makro PCL""","=""0.00257%""","=""$27,794""","=""21,400""",
"=""Air New Zealand Ltd.""","=""0.00257%""","=""$27,794""","=""31,137""",
"=""Qingdao Port International Co. Ltd. Class H""","=""0.00256%""","=""$27,755""","=""49,000""",
"=""Korea Gas Corp.""","=""0.00255%""","=""$27,639""","=""1,299""",
"=""Weifu High-Technology Group Co. Ltd. Class A""","=""0.00254%""","=""$27,482""","=""8,700""",
"=""Mediaset SPA""","=""0.00251%""","=""$27,197""","=""15,282""",
"=""Coronation Fund Managers Ltd.""","=""0.00248%""","=""$26,852""","=""11,635""",
"=""Banco BTG Pactual SA Prior Pfd.""","=""0.00247%""","=""$26,775""","=""7,414""",
"=""Taiwan Secom Co. Ltd.""","=""0.00244%""","=""$26,421""","=""9,000""",
"=""Matahari Department Store Tbk PT""","=""0.00242%""","=""$26,163""","=""292,700""",
"=""Guangshen Railway Co. Ltd. Class H""","=""0.00242%""","=""$26,175""","=""138,000""",
"=""DMCI Holdings Inc.""","=""0.00240%""","=""$25,940""","=""359,100""",
"=""Alliance Bank Malaysia Bhd.""","=""0.00236%""","=""$25,539""","=""50,600""",
"=""Grupo Lala SAB de CV""","=""0.00232%""","=""$25,099""","=""46,300""",
"=""Lao Feng Xiang Co. Ltd. Class B""","=""0.00227%""","=""$24,620""","=""7,400""",
"=""Ninety One Ltd.""","=""0.00226%""","=""$24,421""","=""8,487""",
"=""Orient Securities Co. Ltd./China Class H""","=""0.00224%""","=""$24,201""","=""36,000""",
"=""Telkom SA SOC Ltd.""","=""0.00222%""","=""$23,988""","=""14,110""",
"=""Shui On Land Ltd.""","=""0.00219%""","=""$23,741""","=""160,000""",
"=""Unipro PJSC""","=""0.00217%""","=""$23,539""","=""617,044""",
"=""Hindustan Zinc Ltd.""","=""0.00216%""","=""$23,360""","=""8,320""",
"=""China Enterprise Co. Ltd. Class A""","=""0.00215%""","=""$23,323""","=""38,200""",
"=""LOTTE Fine Chemical Co. Ltd.""","=""0.00213%""","=""$23,098""","=""629""",
"=""Huadian Power International Corp. Ltd. Class H""","=""0.00213%""","=""$23,045""","=""76,000""",
"=""Coca-Cola Icecek AS""","=""0.00207%""","=""$22,427""","=""3,508""",
"=""Tokai Rika Co. Ltd.""","=""0.00206%""","=""$22,319""","=""1,800""",
"=""Doosan Bobcat Inc.""","=""0.00204%""","=""$22,032""","=""974""",
"=""Arcelik AS""","=""0.00204%""","=""$22,076""","=""6,676""",
"=""Oriental Pearl Group Co. Ltd. Class A""","=""0.00204%""","=""$22,090""","=""15,200""",
"=""Banco Bradesco SA""","=""0.00204%""","=""$22,109""","=""5,552""",
"=""Surya Citra Media Tbk PT""","=""0.00203%""","=""$22,021""","=""250,200""",
"=""StarHub Ltd.""","=""0.00199%""","=""$21,530""","=""24,200""",
"=""Denka Co. Ltd.""","=""0.00198%""","=""$21,400""","=""900""",
"=""Gazit-Globe Ltd.""","=""0.00192%""","=""$20,837""","=""5,017""",
"=""Zhejiang Longsheng Group Co. Ltd. Class A""","=""0.00190%""","=""$20,548""","=""9,700""",
"=""China Zhongwang Holdings Ltd.""","=""0.00185%""","=""$20,060""","=""94,800""",
"=""Hengli Petrochemical Co. Ltd. Class A""","=""0.00185%""","=""$20,054""","=""8,600""",
"=""Swire Pacific Ltd. Class A""","=""0.00183%""","=""$19,793""","=""4,000""",
"=""Distell Group Holdings Ltd.""","=""0.00181%""","=""$19,577""","=""4,930""",
"=""YES BANK Ltd. LOCKIN /      INE528G01035 /INR/""","=""0.00181%""","=""$19,603""","=""122,722""",
"=""Magnitogorsk Iron & Steel Works PJSC""","=""0.00179%""","=""$19,331""","=""35,900""",
"=""Shenzhen Expressway Co. Ltd. Class H""","=""0.00176%""","=""$19,070""","=""20,000""",
"=""Dongfeng Motor Group Co. Ltd. Class H""","=""0.00172%""","=""$18,619""","=""26,000""",
"=""Burgan Bank SAK""","=""0.00172%""","=""$18,579""","=""31,517""",
"=""Media Nusantara Citra Tbk PT""","=""0.00170%""","=""$18,416""","=""327,900""",
"=""Magyar Telekom Telecommunications plc""","=""0.00170%""","=""$18,350""","=""14,525""",
"=""GD Power Development Co. Ltd. Class A""","=""0.00170%""","=""$18,361""","=""62,800""",
"=""Motus Holdings Ltd.""","=""0.00166%""","=""$17,955""","=""10,766""",
"=""Cummins India Ltd.""","=""0.00164%""","=""$17,760""","=""3,308""",
"=""Cathay Pacific Airways Ltd.""","=""0.00162%""","=""$17,545""","=""26,000""",
"=""Bharat Heavy Electricals Ltd.""","=""0.00161%""","=""$17,405""","=""36,220""",
"=""China International Marine Containers Group Co. Ltd. Class H""","=""0.00155%""","=""$16,728""","=""17,520""",
"=""Fuji Media Holdings Inc.""","=""0.00154%""","=""$16,712""","=""1,900""",
"=""Emaar Development PJSC""","=""0.00154%""","=""$16,663""","=""29,568""",
"=""Punjab National Bank""","=""0.00153%""","=""$16,522""","=""38,688""",
"=""Liberty Holdings Ltd.""","=""0.00153%""","=""$16,605""","=""4,113""",
"=""Ssangyong Cement Industrial Co. Ltd.""","=""0.00151%""","=""$16,296""","=""3,837""",
"=""Shanghai International Port Group Co. Ltd. Class A""","=""0.00149%""","=""$16,160""","=""25,000""",
"=""Beijing Jingneng Clean Energy Co. Ltd. Class H""","=""0.00148%""","=""$16,015""","=""58,000""",
"=""DAMAC Properties Dubai Co. PJSC""","=""0.00147%""","=""$15,918""","=""64,892""",
"=""Siam City Cement PCL (Foreign)""","=""0.00146%""","=""$15,757""","=""3,254""",
"=""Hyundai Construction Equipment Co. Ltd.""","=""0.00143%""","=""$15,448""","=""809""",
"=""Hino Motors Ltd.""","=""0.00143%""","=""$15,501""","=""2,700""",
"=""Datang International Power Generation Co. Ltd. Class H""","=""0.00139%""","=""$15,003""","=""114,000""",
"=""Land & Houses PCL""","=""0.00139%""","=""$15,069""","=""63,500""",
"=""Lifestyle International Holdings Ltd.""","=""0.00138%""","=""$14,991""","=""18,500""",
"=""CIMC Enric Holdings Ltd.""","=""0.00136%""","=""$14,740""","=""34,000""",
"=""SKY Perfect JSAT Holdings Inc.""","=""0.00136%""","=""$14,679""","=""4,000""",
"=""Turkiye Sise ve Cam Fabrikalari AS""","=""0.00134%""","=""$14,500""","=""17,540""",
"=""Astro Malaysia Holdings Bhd.""","=""0.00134%""","=""$14,456""","=""77,100""",
"=""Dah Sing Financial Holdings Ltd.""","=""0.00133%""","=""$14,358""","=""5,200""",
"=""IOI Properties Group Bhd.""","=""0.00133%""","=""$14,442""","=""66,200""",
"=""Frasers Property Ltd.""","=""0.00124%""","=""$13,450""","=""15,900""",
"=""Huaxin Cement Co. Ltd. Class A""","=""0.00120%""","=""$12,955""","=""3,300""",
"=""Guangxi Liugong Machinery Co. Ltd. Class A""","=""0.00119%""","=""$12,863""","=""12,500""",
"=""Hellenic Petroleum SA""","=""0.00116%""","=""$12,586""","=""2,039""",
"=""Guotai Junan International Holdings Ltd.""","=""0.00115%""","=""$12,490""","=""88,000""",
"=""Oil India Ltd.""","=""0.00113%""","=""$12,250""","=""9,482""",
"=""Hanwha Life Insurance Co. Ltd.""","=""0.00113%""","=""$12,229""","=""9,945""",
"=""DIC Corp.""","=""0.00111%""","=""$11,969""","=""500""",
"=""Tatneft PAO Preference Shares""","=""0.00106%""","=""$11,444""","=""1,581""",
"=""Promotora y Operadora de Infraestructura SAB de CV""","=""0.00105%""","=""$11,395""","=""1,550""",
"=""ElSewedy Electric Co.""","=""0.00104%""","=""$11,230""","=""26,490""",
"=""Astra Agro Lestari Tbk PT""","=""0.00104%""","=""$11,228""","=""16,900""",
"=""RMB Holdings Ltd.""","=""0.00101%""","=""$10,900""","=""136,476""",
"=""Shandong Chenming Paper Holdings Ltd. Class H""","=""0.00100%""","=""$10,862""","=""23,000""",
"=""Alpek SAB de CV""","=""0.00097%""","=""$10,506""","=""13,400""",
"=""China BlueChemical Ltd. Class H""","=""0.00090%""","=""$9,708""","=""66,000""",
"=""Semirara Mining & Power Corp.""","=""0.00090%""","=""$9,783""","=""48,320""",
"=""Sinopec Shanghai Petrochemical Co. Ltd. Class A""","=""0.00088%""","=""$9,519""","=""18,500""",
"=""AirAsia Group Bhd.""","=""0.00088%""","=""$9,509""","=""63,000""",
"=""Mosenergo PJSC""","=""0.00086%""","=""$9,323""","=""319,000""",
"=""Reunert Ltd.""","=""0.00084%""","=""$9,065""","=""4,874""",
"=""Zoomlion Heavy Industry Science and Technology Co. Ltd. Class H""","=""0.00084%""","=""$9,061""","=""8,800""",
"=""Dah Sing Banking Group Ltd.""","=""0.00083%""","=""$9,032""","=""10,000""",
"=""China Life Insurance Co. Ltd./Taiwan""","=""0.00083%""","=""$9,009""","=""13,000""",
"=""China Pacific Insurance Group Co. Ltd. Class A""","=""0.00082%""","=""$8,882""","=""2,100""",
"=""Agile Group Holdings Ltd.""","=""0.00079%""","=""$8,561""","=""6,750""",
"=""Telecom Egypt Co.""","=""0.00075%""","=""$8,169""","=""10,027""",
"=""Ratchaburi Electricity Generating Holding PCL (Foreign)""","=""0.00073%""","=""$7,856""","=""4,100""",
"=""China Machinery Engineering Corp. Class H""","=""0.00072%""","=""$7,762""","=""32,000""",
"=""Banco de Credito e Inversiones SA""","=""0.00072%""","=""$7,777""","=""218""",
"=""MAS Real Estate Inc.""","=""0.00070%""","=""$7,607""","=""11,323""",
"=""Shanghai Jinjiang International Hotels Co. Ltd. Class B""","=""0.00069%""","=""$7,426""","=""4,700""",
"=""Land & Houses PCL""","=""0.00063%""","=""$6,811""","=""28,700""",
"=""Anhui Expressway Co. Ltd. Class H""","=""0.00062%""","=""$6,720""","=""14,000""",
"=""Sichuan Expressway Co. Ltd. Class H""","=""0.00059%""","=""$6,359""","=""28,000""",
"=""Jiangsu Expressway Co. Ltd. Class H""","=""0.00059%""","=""$6,433""","=""6,000""",
"=""NagaCorp Ltd.""","=""0.00059%""","=""$6,402""","=""6,000""",
