Holding name,% of funds,Market value,Shares
Dah Sing Financial Holdings Ltd.,"=""0.00144%""","$8,836","3,200.00"
Cathay Pacific Airways Ltd.,"=""0.00143%""","$8,773","13,000.00"
Shapir Engineering and Industry Ltd.,"=""0.00142%""","$8,730","1,174.00"
Glory Ltd.,"=""0.00141%""","$8,675",400.00
Sanrio Co. Ltd.,"=""0.00141%""","$8,682",600.00
Doosan Bobcat Inc.,"=""0.00139%""","$8,551",378.00
Flight Centre Travel Group Ltd.,"=""0.00139%""","$8,552","1,126.00"
Seb SA Frf20(Prime Fidelite)(Regd),"=""0.00138%""","$8,449",51.00
mBank SA,"=""0.00138%""","$8,487",169.00
Ald SA,"=""0.00137%""","$8,433",841.00
CJ ENM Co. Ltd.,"=""0.00137%""","$8,405",87.00
Olam International Ltd.,"=""0.00136%""","$8,341","8,600.00"
Kissei Pharmaceutical Co. Ltd.,"=""0.00136%""","$8,346",400.00
Orient Corp.,"=""0.00134%""","$8,215","8,600.00"
Yamato Kogyo Co. Ltd.,"=""0.00132%""","$8,111",400.00
Citizen Watch Co. Ltd.,"=""0.00128%""","$7,845","2,900.00"
Husky Energy Inc.,"=""0.00127%""","$7,790","2,421.00"
Resorttrust Inc.,"=""0.00127%""","$7,799",700.00
NH Investment & Securities Co. Ltd.,"=""0.00127%""","$7,812","1,060.00"
Nisshinbo Holdings Inc.,"=""0.00126%""","$7,709","1,300.00"
Japan Aviation Electronics Industry Ltd.,"=""0.00123%""","$7,565",600.00
Singapore Post Ltd.,"=""0.00122%""","$7,507","14,500.00"
GungHo Online Entertainment Inc.,"=""0.00122%""","$7,480",410.00
SK Networks Co. Ltd.,"=""0.00121%""","$7,412","1,735.00"
KEPCO Plant Service & Engineering Co. Ltd.,"=""0.00119%""","$7,317",296.00
Mochida Pharmaceutical Co. Ltd.,"=""0.00119%""","$7,321",200.00
CJ Corp.,"=""0.00118%""","$7,262",105.00
Cosmo Energy Holdings Co. Ltd.,"=""0.00117%""","$7,188",500.00
OCI Co. Ltd.,"=""0.00117%""","$7,157",152.00
Ssangyong Cement Industrial Co. Ltd.,"=""0.00117%""","$7,212","1,698.00"
CJ Logistics Corp.,"=""0.00117%""","$7,192",56.00
Fuji Seal International Inc.,"=""0.00116%""","$7,128",400.00
Hyundai Department Store Co. Ltd.,"=""0.00115%""","$7,065",141.00
MGM China Holdings Ltd.,"=""0.00114%""","$6,973","5,600.00"
Melisron Ltd.,"=""0.00110%""","$6,730",181.00
Golden Agri-Resources Ltd.,"=""0.00109%""","$6,675","58,300.00"
Cineworld Group plc,"=""0.00109%""","$6,695","13,353.00"
Shufersal Ltd.,"=""0.00107%""","$6,570",931.00
Topcon Corp.,"=""0.00106%""","$6,479","1,000.00"
Medytox Inc.,"=""0.00106%""","$6,523",45.00
Shougang Fushan Resources Group Ltd.,"=""0.00104%""","$6,395","28,000.00"
KCC Corp.,"=""0.00103%""","$6,322",56.00
H2O Retailing Corp.,"=""0.00103%""","$6,294","1,100.00"
Dufry AG,"=""0.00103%""","$6,308",248.00
Domain Holdings Australia Ltd.,"=""0.00102%""","$6,267","2,648.00"
Lotte Shopping Co. Ltd.,"=""0.00101%""","$6,212",95.00
SEB SA COMMON STOCK NPV,"=""0.00100%""","$6,130",37.00
Ichigo Inc.,"=""0.00099%""","$6,099","2,600.00"
ASKUL Corp.,"=""0.00098%""","$5,987",200.00
Kotobuki Spirits Co. Ltd.,"=""0.00097%""","$5,949",200.00
Posco International Corp.,"=""0.00096%""","$5,871",505.00
Harel Insurance Investments & Financial Services Ltd.,"=""0.00096%""","$5,881",898.00
Doosan Infracore Co. Ltd.,"=""0.00095%""","$5,854",981.00
Lotte Corp.,"=""0.00094%""","$5,750",221.00
Mediaset SPA,"=""0.00094%""","$5,755","3,234.00"
Shangri-La Asia Ltd.,"=""0.00094%""","$5,780","8,000.00"
StarHub Ltd.,"=""0.00094%""","$5,783","6,500.00"
Huabao International Holdings Ltd.,"=""0.00093%""","$5,690","5,000.00"
Maruha Nichiro Corp.,"=""0.00093%""","$5,734",300.00
Matsui Securities Co. Ltd.,"=""0.00093%""","$5,700",700.00
Japan Steel Works Ltd.,"=""0.00092%""","$5,629",400.00
Sodexo SA - PRIME FIDELITE 2023,"=""0.00091%""","$5,582",81.00
SillaJen Inc.,"=""0.00090%""","$5,545",546.00
Kyoritsu Maintenance Co. Ltd.,"=""0.00090%""","$5,505",200.00
Hanwha Aerospace Co. Ltd.,"=""0.00089%""","$5,466",268.00
Daishi Hokuetsu Financial Group Inc.,"=""0.00089%""","$5,479",300.00
Gazit-Globe Ltd.,"=""0.00089%""","$5,479","1,319.13"
Amorepacific Corp. Preference Shares,"=""0.00088%""","$5,420",105.00
Mando Corp.,"=""0.00087%""","$5,365",232.00
MMG Ltd.,"=""0.00086%""","$5,264","20,000.00"
Doosan Solus Co. Ltd.,"=""0.00082%""","$5,063",160.00
Tokai Rika Co. Ltd.,"=""0.00081%""","$4,960",400.00
HDC Hyundai Development Co-Engineering & Construction,"=""0.00079%""","$4,827",265.00
Kandenko Co. Ltd.,"=""0.00076%""","$4,687",600.00
Johnson Electric Holdings Ltd.,"=""0.00075%""","$4,600","2,500.00"
Hutchison Port Holdings Trust,"=""0.00075%""","$4,579","42,400.00"
First Pacific Co. Ltd.,"=""0.00075%""","$4,599","22,000.00"
Kansai Mirai Financial Group Inc.,"=""0.00074%""","$4,517","1,200.00"
TechnipFMC plc,"=""0.00070%""","$4,304",536.00
Nippon Television Holdings Inc.,"=""0.00070%""","$4,313",400.00
Air New Zealand Ltd.,"=""0.00070%""","$4,286","4,802.00"
Paradise Co. Ltd.,"=""0.00070%""","$4,277",389.00
Shun Tak Holdings Ltd.,"=""0.00070%""","$4,320","12,000.00"
NHN Corp.,"=""0.00069%""","$4,219",61.00
Guotai Junan International Holdings Ltd.,"=""0.00069%""","$4,258","30,000.00"
Noevir Holdings Co. Ltd.,"=""0.00067%""","$4,128",100.00
Phoenix Holdings Ltd.,"=""0.00067%""","$4,091",912.00
BGF retail Co. Ltd.,"=""0.00065%""","$3,971",38.00
Cafe de Coral Holdings Ltd.,"=""0.00065%""","$4,005","2,000.00"
Hyundai Mipo Dockyard Co. Ltd.,"=""0.00064%""","$3,902",149.00
China Travel International Investment Hong Kong Ltd.,"=""0.00063%""","$3,858","26,000.00"
Towngas China Co. Ltd.,"=""0.00063%""","$3,850","8,000.00"
DGB Financial Group Inc.,"=""0.00063%""","$3,890",900.00
Doosan Heavy Industries & Construction Co. Ltd.,"=""0.00061%""","$3,728",423.00
Oil Refineries Ltd.,"=""0.00058%""","$3,539","19,023.00"
Sodexo SA,"=""0.00058%""","$3,584",52.00
Toyota Boshoku Corp.,"=""0.00057%""","$3,484",300.00
HIS Co. Ltd.,"=""0.00057%""","$3,518",300.00
Sodexo SA,"=""0.00055%""","$3,377",49.00
LOTTE Fine Chemical Co. Ltd.,"=""0.00053%""","$3,231",88.00
Nexteer Automotive Group Ltd.,"=""0.00052%""","$3,168","5,000.00"
Tokyo Broadcasting System Holdings Inc.,"=""0.00049%""","$3,011",200.00
Lifestyle International Holdings Ltd.,"=""0.00046%""","$2,836","3,500.00"
Frasers Property Ltd.,"=""0.00045%""","$2,792","3,300.00"
Fuji Media Holdings Inc.,"=""0.00043%""","$2,639",300.00
Sodexo SA,"=""0.00043%""","$2,619",38.00
Israel Corp. Ltd.,"=""0.00042%""","$2,575",30.00
CJ CheilJedang Corp. Preference Shares,"=""0.00042%""","$2,591",21.00
Hanwha Corp. Preference Shares,"=""0.00041%""","$2,487",250.00
Lotte Chilsung Beverage Co. Ltd.,"=""0.00041%""","$2,543",30.00
Dongsuh Cos. Inc.,"=""0.00041%""","$2,538",140.00
Fattal Holdings 1998 Ltd.,"=""0.00040%""","$2,471",62.00
FIT Hon Teng Ltd.,"=""0.00039%""","$2,413","5,000.00"
Shui On Land Ltd.,"=""0.00039%""","$2,374","16,000.00"
Samsung Fire & Marine Insurance Co. Ltd. Preference Shares,"=""0.00037%""","$2,262",22.00
Daewoo Engineering & Construction Co. Ltd.,"=""0.00036%""","$2,188",747.00
Hanmi Science Co. ltd,"=""0.00035%""","$2,125",60.00
Unibail-Rodamco-Westfield,"=""0.00033%""","$2,053",39.00
LS Corp.,"=""0.00030%""","$1,831",52.00
Hyundai Construction Equipment Co. Ltd.,"=""0.00030%""","$1,833",96.00
Japan Petroleum Exploration Co. Ltd.,"=""0.00026%""","$1,608",100.00
Hanwha Life Insurance Co. Ltd.,"=""0.00024%""","$1,485","1,208.00"
Sembcorp Marine Ltd.,"=""0.00020%""","$1,247","4,500.00"
Tuas Ltd.,"=""0.00020%""","$1,250","2,472.00"
Delek Group Ltd.,"=""0.00019%""","$1,152",52.00
Sa Sa International Holdings Ltd.,"=""0.00019%""","$1,156","8,000.00"
Hyundai Wia Corp.,"=""0.00018%""","$1,084",34.00
FIH Mobile Ltd.,"=""0.00014%""",$888,"8,000.00"
Television Broadcasts Ltd.,"=""0.00013%""",$816,700.00
Wing Tai Holdings Ltd.,"=""0.00012%""",$748,600.00
Hutchison Telecommunications Hong Kong Holdings Ltd.,"=""0.00005%""",$328,"2,000.00"
SIA Engineering Co. Ltd.,"=""0.00004%""",$258,200.00
Macau Legend Development Ltd.,"=""0.00004%""",$258,"2,000.00"

"Total allocation percentages shown in the holdings details or the spreadsheet may not equal 100%, due to rounding or omission of cash and/or futures contracts.The value of investments, and the income from them, may fall or rise and investors may get back less than they invested."
